ANO4,TRIMESTRE,PROVINCIA,label_provincia,gini,p90,p10,ratio_p90_p10
2025,1,Buenos Aires,Buenos Aires,0.44675058584243743,1000000,123333.33000000002,8.10810832724617
2025,1,Catamarca,Catamarca,0.38800915464173613,733199.9970000001,113750,6.44571425934066
2025,1,Chaco,Chaco,0.4126413315817956,547900.0000000007,80666.67,6.792148479663295
2025,1,Chubut,Chubut,0.4082056032669925,1300000,190600,6.820566631689402
2025,1,Ciudad Autónoma de Buenos Aires,CABA,0.42530975120999415,1784000,195000,9.148717948717948
2025,1,Corrientes,Corrientes,0.33449575065847625,670000,144400,4.639889196675901
2025,1,Córdoba,Córdoba,0.4157832738447951,1031333.3320000002,146373.2,7.045916410927684
2025,1,Entre Ríos,Entre Ríos,0.39057681080578277,827600.0000000006,127500,6.490980392156867
2025,1,Formosa,Formosa,0.34144960942614944,642640,147575,4.3546671184143655
2025,1,Jujuy,Jujuy,0.4149465650856996,825000,136000,6.0661764705882355
2025,1,La Pampa,La Pampa,0.4907751425691913,1500000,137500,10.909090909090908
2025,1,La Rioja,La Rioja,0.31765784675747,600000,150000,4
2025,1,Mendoza,Mendoza,0.3783901256843478,800000,146000.00000000003,5.479452054794519
2025,1,Misiones,Misiones,0.4161634506340022,850000,126000,6.746031746031746
2025,1,Neuquén,Neuquén,0.3998026345269068,1454166.665,161125,9.025084034134988
2025,1,Río Negro,Río Negro,0.3600961162556473,1097500,200000,5.4875
2025,1,Salta,Salta,0.38129162597869026,795000,133333.33,5.962500149062504
2025,1,San Juan,San Juan,0.40124176872609496,660000,138333.33,4.771084452315288
2025,1,San Luis,San Luis,0.37122906051189375,792500,144000,5.503472222222222
2025,1,Santa Cruz,Santa Cruz,0.38454012021773565,1245500,240833.33000000002,5.171626369157458
2025,1,Santa Fe,Santa Fe,0.41632026231650343,1089000,150000,7.26
2025,1,Santiago del Estero,Santiago del Estero,0.37296611691294856,816666.67,135600,6.022615560471976
2025,1,Tierra del Fuego,Tierra del Fuego,0.42865615570482873,1650000,200000,8.25
2025,1,Tucumán,Tucumán,0.40317530618870023,781666.665,122000,6.40710381147541
2024,4,Buenos Aires,Buenos Aires,0.42714339286317227,815600,109000,7.482568807339449
2024,4,Catamarca,Catamarca,0.3669680507447879,543900.0010000004,107500,5.059534893023259
2024,4,Chaco,Chaco,0.3948886384303876,500000,77166.67,6.479481361577479
2024,4,Chubut,Chubut,0.4170970357512829,1000000,140000,7.142857142857143
2024,4,Ciudad Autónoma de Buenos Aires,CABA,0.4161847789091837,1596666.67,193333.33,8.258620849286567
2024,4,Corrientes,Corrientes,0.33129408462573906,590333.3330000001,133333.33,4.427500108187504
2024,4,Córdoba,Córdoba,0.40858416255071006,825000,118644,6.953575402043087
2024,4,Entre Ríos,Entre Ríos,0.3885211354093485,666666.67,118571.43,5.622489920210966
2024,4,Formosa,Formosa,0.3450611409571138,500000,114960,4.349338900487126
2024,4,Jujuy,Jujuy,0.4177895040711519,625400.0000000006,102400.00300000001,6.107421696071635
2024,4,La Pampa,La Pampa,0.43317675080569984,1053000.0000000007,144000,7.312500000000004
2024,4,La Rioja,La Rioja,0.28956644093335626,473333.33,125000,3.78666664
2024,4,Mendoza,Mendoza,0.42389734698110715,800000,118666.67000000001,6.741572844337841
2024,4,Misiones,Misiones,0.3876449969203577,600000,100447,5.97329935189702
2024,4,Neuquén,Neuquén,0.3957318629929887,1150000,160000,7.1875
2024,4,Río Negro,Río Negro,0.4284002110794347,900000,112250.00000000001,8.017817371937639
2024,4,Salta,Salta,0.3868927898080301,666666.67,124000,5.376344112903226
2024,4,San Juan,San Juan,0.36171992126793384,556541.9970000004,117555.56,4.734289020442763
2024,4,San Luis,San Luis,0.32642026421626724,600000,136040,4.410467509556013
2024,4,Santa Cruz,Santa Cruz,0.3568337558511132,1000000,210000,4.761904761904762
2024,4,Santa Fe,Santa Fe,0.39810466373472764,937999.9999999995,141428.57,6.632323299316393
2024,4,Santiago del Estero,Santiago del Estero,0.3556014449580971,519333.33400000044,104857.14,4.95277035021173
2024,4,Tierra del Fuego,Tierra del Fuego,0.42874583117222187,1200000,200000,6
2024,4,Tucumán,Tucumán,0.3814317545832182,533333.33,100000,5.3333333
2024,3,Buenos Aires,Buenos Aires,0.4203535998224197,768333.33,102733.33600000001,7.478909572254131
2024,3,Catamarca,Catamarca,0.3775608850728531,492250,86666.67,5.679807473853558
2024,3,Chaco,Chaco,0.3995663083349825,383333.3300000001,61000,6.284152950819673
2024,3,Chubut,Chubut,0.42776977399950056,1000000,135666.67,7.371007189901542
2024,3,Ciudad Autónoma de Buenos Aires,CABA,0.41897393838848984,1640000,192200,8.532778355879293
2024,3,Corrientes,Corrientes,0.32049882732468404,500000,103500,4.830917874396135
2024,3,Córdoba,Córdoba,0.41144836664312834,800000,106000,7.547169811320755
2024,3,Entre Ríos,Entre Ríos,0.4114178544016909,700000,95749.6,7.310735501767109
2024,3,Formosa,Formosa,0.3188515330059545,385440,95200,4.048739495798319
2024,3,Jujuy,Jujuy,0.37296151813023926,530000,92500,5.72972972972973
2024,3,La Pampa,La Pampa,0.44688189674286605,900000,85000,10.588235294117647
2024,3,La Rioja,La Rioja,0.2809614200701276,352000,105000,3.3523809523809525
2024,3,Mendoza,Mendoza,0.413445648454001,700000,97300,7.1942446043165464
2024,3,Misiones,Misiones,0.4080324869899812,651000,89166.67,7.300934306507129
2024,3,Neuquén,Neuquén,0.4481844585233432,1083999.9999999986,158000,6.860759493670877
2024,3,Río Negro,Río Negro,0.3613120785022659,700000,123333.33,5.675675829072319
2024,3,Salta,Salta,0.4024676797778284,560000,100000,5.6
2024,3,San Juan,San Juan,0.38030736103877416,564750,98643.67,5.725151953490782
2024,3,San Luis,San Luis,0.3521632584700001,566666.67,111000,5.105105135135135
2024,3,Santa Cruz,Santa Cruz,0.3747047706610118,815000,129142.85600000006,6.310840763812747
2024,3,Santa Fe,Santa Fe,0.42708341710630293,890000,96666.67,9.206896234244958
2024,3,Santiago del Estero,Santiago del Estero,0.3823318581318631,502500,81200,6.188423645320197
2024,3,Tierra del Fuego,Tierra del Fuego,0.4302008762608125,1025000,140000,7.321428571428571
2024,3,Tucumán,Tucumán,0.3770679262519252,558933.3320000003,105000,5.323174590476193
2024,2,Buenos Aires,Buenos Aires,0.4376504472350007,550000,66666.67,8.249999587500021
2024,2,Catamarca,Catamarca,0.3650080341512876,374500,70533.33600000001,5.309546113060637
2024,2,Chaco,Chaco,0.41501856355654354,300000,44525.000000000015,6.737787759685568
2024,2,Chubut,Chubut,0.4434053258230506,590000,101777.78,5.796943104870238
2024,2,Ciudad Autónoma de Buenos Aires,CABA,0.43241883495412026,1000000,162250,6.163328197226503
2024,2,Corrientes,Corrientes,0.3400634028384957,396666.67,85000,4.666666705882353
2024,2,Córdoba,Córdoba,0.38377695859946925,550000,92500,5.945945945945946
2024,2,Entre Ríos,Entre Ríos,0.3790403837377312,450000,70000,6.428571428571429
2024,2,Formosa,Formosa,0.2874500514244005,268600,70000,3.837142857142857
2024,2,Jujuy,Jujuy,0.355397707650809,362500,72000,5.034722222222222
2024,2,La Pampa,La Pampa,0.4575466158074164,666666.67,66600,10.010010060060061
2024,2,La Rioja,La Rioja,0.28066819025167433,269000,77750,3.459807073954984
2024,2,Mendoza,Mendoza,0.36832634734713565,425000,81200,5.233990147783251
2024,2,Misiones,Misiones,0.3940560993195845,426666.67,76960.00000000004,5.544005587318084
2024,2,Neuquén,Neuquén,0.4204413589696401,770000,100000,7.7
2024,2,Río Negro,Río Negro,0.3604070876072569,508500.00000000023,100000,5.085000000000003
2024,2,Salta,Salta,0.3824557955921932,425000,74166.67,5.730336821108458
2024,2,San Juan,San Juan,0.3903685554393519,401666.67,83357.14,4.818623455651189
2024,2,San Luis,San Luis,0.3611301145285779,425000,89000,4.775280898876405
2024,2,Santa Cruz,Santa Cruz,0.3339048434370966,500000,120000,4.166666666666667
2024,2,Santa Fe,Santa Fe,0.42873556405487534,533333.33,74400,7.168458736559139
2024,2,Santiago del Estero,Santiago del Estero,0.3531198227212826,349000,69750,5.003584229390681
2024,2,Tierra del Fuego,Tierra del Fuego,0.4674193231500965,666666.67,100000,6.6666667
2024,2,Tucumán,Tucumán,0.3592248331604537,379333.33,73750,5.143502779661017
2024,1,Buenos Aires,Buenos Aires,0.48853604138662376,443750,50000,8.875
2024,1,Catamarca,Catamarca,0.3646256517828874,295000,57200,5.1573426573426575
2024,1,Chaco,Chaco,0.3698284365480049,220000,40000,5.5
2024,1,Chubut,Chubut,0.42233419996881594,483000.0000000007,73833.33,6.541761017686737
2024,1,Ciudad Autónoma de Buenos Aires,CABA,0.4643164522426275,770000,93000,8.279569892473118
2024,1,Corrientes,Corrientes,0.3744247723306273,335333.33,64616.00000000001,5.189633063018447
2024,1,Córdoba,Córdoba,0.4038240955519541,465000,69500,6.690647482014389
2024,1,Entre Ríos,Entre Ríos,0.40418391988765734,383333.3300000001,57400,6.678281010452963
2024,1,Formosa,Formosa,0.3514058421441746,247500,60500,4.090909090909091
2024,1,Jujuy,Jujuy,0.3837795116860434,311000,51200,6.07421875
2024,1,La Pampa,La Pampa,0.42198787786099956,540000,56500,9.557522123893806
2024,1,La Rioja,La Rioja,0.31688543928345325,227500,67142.86,3.3882977281575433
2024,1,Mendoza,Mendoza,0.40855810035776585,375000,58666.67,6.392045091361075
2024,1,Misiones,Misiones,0.4057083739638756,330000,52818.75,6.247781327653533
2024,1,Neuquén,Neuquén,0.4199036812341035,605000,52000,11.634615384615385
2024,1,Río Negro,Río Negro,0.3544135666571151,395833.33,71166.67000000003,5.562060582573273
2024,1,Salta,Salta,0.42843266503092536,339000,55400,6.11913357400722
2024,1,San Juan,San Juan,0.38629637142094,312000,46950,6.645367412140575
2024,1,San Luis,San Luis,0.358407621058916,383333.33,73600,5.2083332880434785
2024,1,Santa Cruz,Santa Cruz,0.3844169974075129,406000.00000000023,81333.33200000002,4.991803360521368
2024,1,Santa Fe,Santa Fe,0.45582235291095685,450000,51200,8.7890625
2024,1,Santiago del Estero,Santiago del Estero,0.3484664490437126,231250,48900,4.729038854805726
2024,1,Tierra del Fuego,Tierra del Fuego,0.43715516191173265,650000,90000,7.222222222222222
2024,1,Tucumán,Tucumán,0.38325602566652606,295000,54000,5.462962962962963
2023,4,Buenos Aires,Buenos Aires,0.42114152115232173,279200,36000,7.7555555555555555
2023,4,Catamarca,Catamarca,0.3843563899327478,205466.66599999994,34771.432,5.909065407487386
2023,4,Chaco,Chaco,0.3865574639105489,165000,26400,6.25
2023,4,Chubut,Chubut,0.43727706498043517,350000,45000,7.777777777777778
2023,4,Ciudad Autónoma de Buenos Aires,CABA,0.43396093855531603,514000,75000,6.8533333333333335
2023,4,Corrientes,Corrientes,0.3663594734144624,219333.33400000024,43000,5.100775209302331
2023,4,Córdoba,Córdoba,0.4047367523024832,293333.33,45750,6.4116574863387985
2023,4,Entre Ríos,Entre Ríos,0.4112699281989194,260333.3340000001,39966.666000000005,6.513761593223714
2023,4,Formosa,Formosa,0.31364381067146496,160000,40000,4
2023,4,Jujuy,Jujuy,0.3874997058381382,225000,39200,5.739795918367347
2023,4,La Pampa,La Pampa,0.48551850093082294,433333.33,34333.33,12.621360351588384
2023,4,La Rioja,La Rioja,0.29614884654239404,165000,45000,3.6666666666666665
2023,4,Mendoza,Mendoza,0.3893120519627473,235000,36000,6.527777777777778
2023,4,Misiones,Misiones,0.4540206669300346,250000,36312.5,6.884681583476764
2023,4,Neuquén,Neuquén,0.4392966599763213,450000,49699.99999999999,9.054325955734408
2023,4,Río Negro,Río Negro,0.33968173318436357,270000,56000,4.821428571428571
2023,4,Salta,Salta,0.4211612998235523,230000,37000,6.216216216216216
2023,4,San Juan,San Juan,0.34010794754857443,201107.00000000012,43000,4.676906976744188
2023,4,San Luis,San Luis,0.3662147750994791,330000,61734.8,5.3454453565898
2023,4,Santa Cruz,Santa Cruz,0.3909257827917827,380000,54000,7.037037037037037
2023,4,Santa Fe,Santa Fe,0.4258471395946799,314000,38680,8.11789038262668
2023,4,Santiago del Estero,Santiago del Estero,0.33275110107587125,180000,38108,4.723417655085546
2023,4,Tierra del Fuego,Tierra del Fuego,0.651251142884945,457300.00000000035,73433.332,6.227417271491921
2023,4,Tucumán,Tucumán,0.3548765435621135,188270,39258.333,4.795669749910166
2023,3,Buenos Aires,Buenos Aires,0.4339770532787952,233333.33,27500,8.484848363636363
2023,3,Catamarca,Catamarca,0.3759088885838082,166666.67,29083.33,5.730659797210292
2023,3,Chaco,Chaco,0.35187347824867743,112500,25000,4.5
2023,3,Chubut,Chubut,0.38637140693418814,275000,43750,6.285714285714286
2023,3,Ciudad Autónoma de Buenos Aires,CABA,0.42603951987999267,400000,52000,7.6923076923076925
2023,3,Corrientes,Corrientes,0.3841973141186372,223333.33,36722.22,6.081694679678951
2023,3,Córdoba,Córdoba,0.42152565546575715,247500,32615.000000000004,7.588532883642495
2023,3,Entre Ríos,Entre Ríos,0.4249468077397296,219749.99999999994,29750,7.386554621848737
2023,3,Formosa,Formosa,0.36190193298131135,147750.00000000006,24000,6.156250000000003
2023,3,Jujuy,Jujuy,0.38494918508683895,173466.666,30000,5.7822222
2023,3,La Pampa,La Pampa,0.5141675595300939,370000,32000,11.5625
2023,3,La Rioja,La Rioja,0.28888291164975044,119750,31430,3.810054088450525
2023,3,Mendoza,Mendoza,0.4134240233908031,202560,29000,6.9848275862068965
2023,3,Misiones,Misiones,0.3879035800915176,181999.99999999988,33270.00200000001,5.470393419273009
2023,3,Neuquén,Neuquén,0.39032226857850105,263750,50000,5.275
2023,3,Río Negro,Río Negro,0.3472157284117827,215000,40000,5.375
2023,3,Salta,Salta,0.3772830522981394,184400.0000000001,32000,5.762500000000003
2023,3,San Juan,San Juan,0.35445292993608746,164666.67,31218.67,5.274621564595802
2023,3,San Luis,San Luis,0.38855394413224076,184000,29560.67,6.224486792755374
2023,3,Santa Cruz,Santa Cruz,0.36392766059958603,290000,50000,5.8
2023,3,Santa Fe,Santa Fe,0.42355170568652056,230000,28333.33,8.117648013840942
2023,3,Santiago del Estero,Santiago del Estero,0.36225752168212466,152000,27340.000000000007,5.559619604974395
2023,3,Tierra del Fuego,Tierra del Fuego,0.43346935490524174,397500.00100000034,54000,7.361111129629636
2023,3,Tucumán,Tucumán,0.37032522651259114,164000,31116.669,5.270487017746019
2023,2,Buenos Aires,Buenos Aires,0.41584507570951246,156000,22500,6.933333333333334
2023,2,Catamarca,Catamarca,0.3681922916928215,119666.66599999992,25000,4.786666639999997
2023,2,Chaco,Chaco,0.3914277336421037,96666.66999999998,18880,5.120056673728813
2023,2,Chubut,Chubut,0.3889074375981636,200000,36000,5.555555555555555
2023,2,Ciudad Autónoma de Buenos Aires,CABA,0.40680061755526253,274500,32666.67,8.403060367034657
2023,2,Corrientes,Corrientes,0.35563065340389244,125325,26830.63,4.670967472623639
2023,2,Córdoba,Córdoba,0.39814246453113356,169800.00000000017,26250,6.468571428571435
2023,2,Entre Ríos,Entre Ríos,0.40638485814622527,150000,21065.714000000014,7.120575167782108
2023,2,Formosa,Formosa,0.3327193163183324,107400,23080,4.6533795493934145
2023,2,Jujuy,Jujuy,0.37337501622153013,113266.66399999999,23000,4.924637565217391
2023,2,La Pampa,La Pampa,0.45769654619215316,223800.00000000006,20000,11.190000000000003
2023,2,La Rioja,La Rioja,0.2836594262375911,98250,25333.33,3.878289983985524
2023,2,Mendoza,Mendoza,0.3813845312441231,139109.99999999997,24466.67,5.685694048270565
2023,2,Misiones,Misiones,0.3778151826315366,150000,23333.33,6.428572346938906
2023,2,Neuquén,Neuquén,0.3502709330946061,189250.00000000012,30000,6.308333333333337
2023,2,Río Negro,Río Negro,0.35456205124498297,163333.33,31666.67,5.157894088642728
2023,2,Salta,Salta,0.3746275833087225,140000,26666.67,5.2499993437500825
2023,2,San Juan,San Juan,0.33741379785965364,125000,26916.67,4.643962273193527
2023,2,San Luis,San Luis,0.3539245965511668,133333.33,26594.8,5.013511287920947
2023,2,Santa Cruz,Santa Cruz,0.3480049575762081,202500,41350.00000000001,4.897218863361547
2023,2,Santa Fe,Santa Fe,0.40727605192222427,180433.33300000057,25000,7.217333320000023
2023,2,Santiago del Estero,Santiago del Estero,0.3414796632831667,106666.67,23650,4.510218604651163
2023,2,Tierra del Fuego,Tierra del Fuego,0.41334629186317784,261333.33400000032,40000,6.533333350000008
2023,2,Tucumán,Tucumán,0.3623297870500437,115000,22000,5.2272727272727275
2023,1,Buenos Aires,Buenos Aires,0.44187658273290253,140120.00000000006,20000,7.006000000000003
2023,1,Catamarca,Catamarca,0.3519859018248326,94000,18473.286000000004,5.088428772228178
2023,1,Chaco,Chaco,0.3672164648588705,80500.00000000012,14636.664000000006,5.49988713275102
2023,1,Chubut,Chubut,0.4109369245787775,181750.00000000012,29180.000000000007,6.2285812200137105
2023,1,Ciudad Autónoma de Buenos Aires,CABA,0.41829977389988926,275500.0000000001,34533.334000000024,7.9777990737876605
2023,1,Corrientes,Corrientes,0.36466010587150777,110500,22533.335,4.903845791135667
2023,1,Córdoba,Córdoba,0.3856695476357572,150000,22166.67,6.766916275651688
2023,1,Entre Ríos,Entre Ríos,0.38543439917179967,133333.33,20125,6.625258633540372
2023,1,Formosa,Formosa,0.3200581358515251,91500.00000000033,20257.14,4.516925883910578
2023,1,Jujuy,Jujuy,0.35782395441100334,103846.15,19324.997000000003,5.373669656973296
2023,1,La Pampa,La Pampa,0.4236977786473517,167500,18540,9.034519956850055
2023,1,La Rioja,La Rioja,0.3000939999901675,88300,23000,3.8391304347826085
2023,1,Mendoza,Mendoza,0.40064089388778257,122600.00000000015,18240,6.7214912280701835
2023,1,Misiones,Misiones,0.4053035938826781,137500,20050,6.85785536159601
2023,1,Neuquén,Neuquén,0.37905174840219047,160000,21000,7.619047619047619
2023,1,Río Negro,Río Negro,0.3523624798741878,120000,25385.71,4.727068890332395
2023,1,Salta,Salta,0.41092336741871804,126666.67,20800,6.08974375
2023,1,San Juan,San Juan,0.3616466539778571,108000,21333.33,5.062500791015748
2023,1,San Luis,San Luis,0.37343297082747995,116666.67000000001,20945.33,5.570056427852892
2023,1,Santa Cruz,Santa Cruz,0.36619854716005307,185000,33333.33,5.5500005550000555
2023,1,Santa Fe,Santa Fe,0.4088931252309749,152500,23333.33,6.535715219387888
2023,1,Santiago del Estero,Santiago del Estero,0.34365436725761356,98000,17625,5.5602836879432624
2023,1,Tierra del Fuego,Tierra del Fuego,0.38407940763613624,225000,44259.997,5.083597271820872
2023,1,Tucumán,Tucumán,0.3766444381433871,108000,17490,6.174957118353345
2022,4,Buenos Aires,Buenos Aires,0.4025390587482889,100000,16300,6.134969325153374
2022,4,Catamarca,Catamarca,0.38067355294617755,75666.66800000015,15000,5.044444533333343
2022,4,Chaco,Chaco,0.3759140452202132,75000,12871.426000000001,5.826860209583615
2022,4,Chubut,Chubut,0.3840257318555018,130000,18500,7.027027027027027
2022,4,Ciudad Autónoma de Buenos Aires,CABA,0.39401171543434543,197000,24000,8.208333333333334
2022,4,Corrientes,Corrientes,0.35222072308584984,68083.33100000003,14500,4.695402137931037
2022,4,Córdoba,Córdoba,0.3835753418986769,105000,18333.33,5.72727376859523
2022,4,Entre Ríos,Entre Ríos,0.37942699025353477,89000,15333.33,5.804349087901976
2022,4,Formosa,Formosa,0.34584470673877377,71000,11800,6.016949152542373
2022,4,Jujuy,Jujuy,0.34141421423368,72666.67,15500,4.688172258064516
2022,4,La Pampa,La Pampa,0.4747525094419274,150000,13000,11.538461538461538
2022,4,La Rioja,La Rioja,0.2980086086024585,60000,15000,4
2022,4,Mendoza,Mendoza,0.3888257697824429,93333.33,15000,6.222222
2022,4,Misiones,Misiones,0.3884250920534953,90000,14949.583000000002,6.020234811900773
2022,4,Neuquén,Neuquén,0.3447410830823685,120000,20000,6
2022,4,Río Negro,Río Negro,0.3722781920668865,124499.99900000008,25220,4.936558247422684
2022,4,Salta,Salta,0.39025490381766303,83333.32999999999,16666.67,4.99999880000024
2022,4,San Juan,San Juan,0.31948867492252475,90000,19794,4.546832373446499
2022,4,San Luis,San Luis,0.3600061982719467,96666.67,17686.36,5.4656056984026105
2022,4,Santa Cruz,Santa Cruz,0.3988567581114495,149100.00000000006,19000,7.847368421052635
2022,4,Santa Fe,Santa Fe,0.39326020264149975,106666.67,17125,6.2287106569343065
2022,4,Santiago del Estero,Santiago del Estero,0.33011278985190984,64299.999999999956,15654.169000000002,4.107531993553918
2022,4,Tierra del Fuego,Tierra del Fuego,0.4734971063897149,178000,29900.000000000007,5.953177257525082
2022,4,Tucumán,Tucumán,0.3747572233672827,75000,15000,5
2022,3,Buenos Aires,Buenos Aires,0.42165912626160207,97500,12710.67,7.6707207409208165
2022,3,Catamarca,Catamarca,0.37400957391628253,64250,14500,4.431034482758621
2022,3,Chaco,Chaco,0.3688298199248834,55000,11500,4.782608695652174
2022,3,Chubut,Chubut,0.4127777039653324,132000,20000,6.6
2022,3,Ciudad Autónoma de Buenos Aires,CABA,0.40807586272575236,165000,26000,6.346153846153846
2022,3,Corrientes,Corrientes,0.3756093738719528,67820.00000000003,14412.5,4.705637467476151
2022,3,Córdoba,Córdoba,0.4032830384085173,100000,15333.33,6.521740548204467
2022,3,Entre Ríos,Entre Ríos,0.3566344349603696,76666.67,14600,5.251141780821918
2022,3,Formosa,Formosa,0.3535615630988218,68250,12284.289,5.5558771044868775
2022,3,Jujuy,Jujuy,0.35660098689976394,72375,13150,5.503802281368821
2022,3,La Pampa,La Pampa,0.48896042388319927,135666.66799999998,12000,11.305555666666665
2022,3,La Rioja,La Rioja,0.3114273994189034,57833.33,14800,3.9076574324324325
2022,3,Mendoza,Mendoza,0.41744904858200016,85000,14250,5.964912280701754
2022,3,Misiones,Misiones,0.3675120921046755,85000,16083.329999999998,5.284975188595895
2022,3,Neuquén,Neuquén,0.3468664642338126,100000,20000,5
2022,3,Río Negro,Río Negro,0.32745725152093996,91250,20333.33,4.487705653722238
2022,3,Salta,Salta,0.37621798492648395,83250,14500,5.741379310344827
2022,3,San Juan,San Juan,0.3606150489840161,90000,16246.43,5.539678563228968
2022,3,San Luis,San Luis,0.3892261143069504,78299.99999999999,13605,5.755237045203968
2022,3,Santa Cruz,Santa Cruz,0.42549907266625553,145266.66700000004,16199.997000000007,8.967079870446888
2022,3,Santa Fe,Santa Fe,0.38674222800921143,100000,16516.667000000005,6.054490291533998
2022,3,Santiago del Estero,Santiago del Estero,0.3678962154887131,68050,13214.29,5.149728059547656
2022,3,Tierra del Fuego,Tierra del Fuego,0.4972333349820701,169000.00000000032,19400,8.711340206185584
2022,3,Tucumán,Tucumán,0.376534665542124,68750,12233.329999999998,5.619892539480257
2022,2,Buenos Aires,Buenos Aires,0.4278317275397967,73416.66500000001,9250,7.936936756756758
2022,2,Catamarca,Catamarca,0.3584997333289266,53333.33,9766.67,5.460748648208653
2022,2,Chaco,Chaco,0.35097558689813013,48666.67,9166.67,5.3090893421493295
2022,2,Chubut,Chubut,0.3859523251453538,113125,17666.67,6.403300678622514
2022,2,Ciudad Autónoma de Buenos Aires,CABA,0.37203508192862955,127899.99999999997,22500,5.684444444444443
2022,2,Corrientes,Corrientes,0.38752161654471706,60571.43000000001,11183.33,5.416224863256294
2022,2,Córdoba,Córdoba,0.41793753739329986,78000,11000,7.090909090909091
2022,2,Entre Ríos,Entre Ríos,0.3502969919940142,60000,12600,4.761904761904762
2022,2,Formosa,Formosa,0.3326450397601093,55186.668000000034,10000,5.518666800000004
2022,2,Jujuy,Jujuy,0.35272701766211867,56166.67,11400,4.926900877192982
2022,2,La Pampa,La Pampa,0.43185237011417144,100000,8714.29,11.475404192424167
2022,2,La Rioja,La Rioja,0.3127708160464522,49100.00000000014,12250,4.008163265306134
2022,2,Mendoza,Mendoza,0.39702215509623784,70666.67,12500,5.6533336
2022,2,Misiones,Misiones,0.369597876242608,65000,12454.17,5.219135438170508
2022,2,Neuquén,Neuquén,0.37642672679686484,80000,13000,6.153846153846154
2022,2,Río Negro,Río Negro,0.345238622926189,77000,14960.000000000002,5.147058823529411
2022,2,Salta,Salta,0.37019274472982033,60000,12333.33,4.864866179693562
2022,2,San Juan,San Juan,0.3216460832284156,59720.00000000007,13050,4.576245210727975
2022,2,San Luis,San Luis,0.3603961851299573,62371.66699999999,12421.5,5.021266916233948
2022,2,Santa Cruz,Santa Cruz,0.3919468420833141,100666.67,15600,6.452991666666667
2022,2,Santa Fe,Santa Fe,0.3934961295249195,80000,13333.330000000002,6.000001500000375
2022,2,Santiago del Estero,Santiago del Estero,0.32378408416064985,52100.00000000002,11166.67,4.665670249053659
2022,2,Tierra del Fuego,Tierra del Fuego,0.38432954564572697,110000,19600,5.612244897959184
2022,2,Tucumán,Tucumán,0.3639896228594921,60000,11000,5.454545454545454
2022,1,Buenos Aires,Buenos Aires,0.4151528550239618,67500,9000,7.5
2022,1,Catamarca,Catamarca,0.36912854288357266,50000,8893.75,5.621925509486999
2022,1,Chaco,Chaco,0.39215846555242706,47500,7000,6.785714285714286
2022,1,Chubut,Chubut,0.3899924528602696,100000,15389.585,6.4979010155244605
2022,1,Ciudad Autónoma de Buenos Aires,CABA,0.4216940087870569,139250,15000,9.283333333333333
2022,1,Corrientes,Corrientes,0.38836018888747503,57400.00000000003,10542.86,5.444442968985648
2022,1,Córdoba,Córdoba,0.40801971732037146,70000,9666.67,7.2413768133183405
2022,1,Entre Ríos,Entre Ríos,0.3993502439660688,66000,9000,7.333333333333333
2022,1,Formosa,Formosa,0.36559306237467126,54100.00000000014,11000,4.91818181818183
2022,1,Jujuy,Jujuy,0.3748873425942634,55300.000000000065,10200,5.421568627450987
2022,1,La Pampa,La Pampa,0.48076956356523226,112500,9514.29,11.824318998054505
2022,1,La Rioja,La Rioja,0.29985402529018756,45000,12083.33,3.724138958383161
2022,1,Mendoza,Mendoza,0.4337376547105123,65000,10600,6.132075471698113
2022,1,Misiones,Misiones,0.4122090271930574,66000,8908.33,7.408796036967647
2022,1,Neuquén,Neuquén,0.404216079513958,82333.33,13220,6.227937216338881
2022,1,Río Negro,Río Negro,0.3437314451486486,69600,15000,4.64
2022,1,Salta,Salta,0.430285767413352,66088.00099999996,10300,6.416310776699025
2022,1,San Juan,San Juan,0.37269112455373943,56666.67,10800,5.246913888888889
2022,1,San Luis,San Luis,0.3772868557095421,60000,11166.67,5.373132724437992
2022,1,Santa Cruz,Santa Cruz,0.42694743422890724,107625,14016.665,7.67836000931748
2022,1,Santa Fe,Santa Fe,0.4007783774341078,79700.00000000004,11450,6.9606986899563354
2022,1,Santiago del Estero,Santiago del Estero,0.35632727419431376,55000,10000,5.5
2022,1,Tierra del Fuego,Tierra del Fuego,0.37478885153780084,106250,16666.67,6.374998725000256
2022,1,Tucumán,Tucumán,0.3864941044578245,55333.33,10000,5.533333
2021,4,Buenos Aires,Buenos Aires,0.40419023407343957,59666.67,7200,8.2870375
2021,4,Catamarca,Catamarca,0.3798869977242134,40000,7137.5,5.604203152364273
2021,4,Chaco,Chaco,0.36970587645720343,32475.000000000022,5900,5.504237288135597
2021,4,Chubut,Chubut,0.36272889598808433,73000,14390,5.072967338429465
2021,4,Ciudad Autónoma de Buenos Aires,CABA,0.48140564444196343,120875.00000000006,15875,7.61417322834646
2021,4,Corrientes,Corrientes,0.36630436069225425,45000,8400,5.357142857142857
2021,4,Córdoba,Córdoba,0.4035565354967048,60000,9950,6.030150753768845
