ANO4,TRIMESTRE,PROVINCIA,label_provincia,total_ocupados,total_desocupados,pea,pob_10_mas,tasa_actividad,tasa_empleo,tasa_desempleo
2020,1,Chubut,Chubut,146570,11535,158105,379718,0.41637478339188555,0.38599697670376437,0.07295784447044686
2020,1,Ciudad Autónoma de Buenos Aires,CABA,1561184,145593,1706777,2999155,0.5690859592118447,0.5205412857954991,0.085302883739352
2020,1,Corrientes,Corrientes,150047,6341,156388,378840,0.41280751768556645,0.3960695808256784,0.040546589252372305
2020,1,Córdoba,Córdoba,728944,86228,815172,1737036,0.46928906482076366,0.4196481823059511,0.10577890310265808
2020,1,Entre Ríos,Entre Ríos,174166,14796,188962,440363,0.4291050792187355,0.3955055261227669,0.07830145743588658
2020,1,Formosa,Formosa,85489,3588,89077,251886,0.35364013879294603,0.33939559959664295,0.04027975796221247
2020,1,Jujuy,Jujuy,145707,13032,158739,345591,0.4593261977308437,0.42161688238408984,0.0820970271955852
2020,1,La Pampa,La Pampa,51302,5587,56889,127156,0.44739532542703453,0.40345717071943127,0.09820879256095202
2020,1,La Rioja,La Rioja,89292,2458,91750,220733,0.4156605491702645,0.40452492377668947,0.026790190735694823
2020,1,Mendoza,Mendoza,466333,50403,516736,1022452,0.5053890060364692,0.45609280435658595,0.09754110416150606
2020,1,Misiones,Misiones,156273,3777,160050,370252,0.4322731545001783,0.4220719942093493,0.02359887535145267
2020,1,Neuquén,Neuquén,128421,8963,137384,306164,0.4487268261454645,0.4194516664271436,0.06524049379840448
2020,1,Río Negro,Río Negro,29530,820,30350,82443,0.36813313440801526,0.358186868503087,0.02701812191103789
2020,1,Salta,Salta,270069,32233,302302,633593,0.47712332680443126,0.4262499743526207,0.10662516291655365
2020,1,San Juan,San Juan,216632,7354,223986,534070,0.419394461400191,0.4056247308405265,0.03283240916843017
2020,1,San Luis,San Luis,103108,2957,106065,234666,0.45198281813300606,0.4393819300623013,0.027879130721727242
2020,1,Santa Cruz,Santa Cruz,50481,3033,53514,121518,0.440379203081025,0.41541993778699454,0.05667675748402287
2020,1,Santa Fe,Santa Fe,767042,95833,862875,1851302,0.4660908917075658,0.4143257015873153,0.11106243662175866
2020,1,Santiago del Estero,Santiago del Estero,152737,11566,164303,401130,0.4096003789295241,0.3807668336948122,0.07039433242241469
2020,1,Tierra del Fuego,Tierra del Fuego,60667,8558,69225,163448,0.42352919582986637,0.3711700357300181,0.12362585771036476
2020,1,Tucumán,Tucumán,347347,52259,399606,898402,0.4447964274344892,0.38662758987624696,0.1307763146699499
2019,4,Buenos Aires,Buenos Aires,6039384,713666,6753050,14359236,0.4702931270159499,0.42059229335042614,0.10568054434662856
2019,4,Catamarca,Catamarca,93238,7606,100844,221345,0.45559646705369444,0.4212338205064492,0.07542342628217841
2019,4,Chaco,Chaco,166923,13396,180319,412443,0.43719738242617767,0.4047177428153709,0.0742905628358631
2019,4,Chubut,Chubut,153010,10454,163464,378220,0.43219290360107876,0.4045529057162498,0.06395291929721529
2019,4,Ciudad Autónoma de Buenos Aires,CABA,1558808,115891,1674699,2998474,0.5585170990310404,0.5198671057344503,0.06920109225598152
2019,4,Corrientes,Corrientes,152016,8389,160405,378118,0.42421942356618836,0.4020332277225628,0.052298868489136875
2019,4,Córdoba,Córdoba,737473,74254,811727,1734536,0.4679793328013947,0.4251701896069035,0.09147656786086948
2019,4,Entre Ríos,Entre Ríos,178594,11636,190230,439705,0.4326309684902378,0.40616777157412354,0.06116805971718446
2019,4,Formosa,Formosa,82617,3437,86054,251184,0.3425934772915472,0.32891028090961205,0.039940037650777416
2019,4,Jujuy,Jujuy,150115,10877,160992,344869,0.46682073482974695,0.4352812227251507,0.06756236334724706
2019,4,La Pampa,La Pampa,51098,4616,55714,126960,0.43883112791430373,0.40247321991178325,0.08285170693183042
2019,4,La Rioja,La Rioja,87694,4620,92314,219814,0.41996415150991295,0.39894638194109566,0.050046580150356394
2019,4,Mendoza,Mendoza,463648,36756,500404,1020236,0.49047867356180336,0.45445171509337057,0.07345265025859106
2019,4,Misiones,Misiones,155360,4592,159952,369033,0.4334354922188531,0.42099216059268413,0.028708612583775134
2019,4,Neuquén,Neuquén,131407,8016,139423,305257,0.4567397307842244,0.43047989071503684,0.05749410068640038
2019,4,Río Negro,Río Negro,31985,1572,33557,82215,0.40816152770175756,0.38904092927081435,0.046845665583931814
2019,4,Salta,Salta,269818,31087,300905,631521,0.4764766333977809,0.4272510336156676,0.10331167644273109
2019,4,San Juan,San Juan,223086,8042,231128,532922,0.43369949073222724,0.4186091022701258,0.034794572704302376
2019,4,San Luis,San Luis,104361,3154,107515,233725,0.46000641779869506,0.44651192640924164,0.029335441566293075
2019,4,Santa Cruz,Santa Cruz,47174,3235,50409,120938,0.4168168813772346,0.3900676379632539,0.06417504810648893
2019,4,Santa Fe,Santa Fe,775289,65453,840742,1848172,0.45490463008854154,0.4194896362459771,0.07785146929735876
2019,4,Santiago del Estero,Santiago del Estero,156106,8564,164670,400225,0.41144356299581486,0.3900455993503654,0.05200704439181393
2019,4,Tierra del Fuego,Tierra del Fuego,64916,6805,71721,162597,0.4410966992010923,0.3992447585133797,0.09488155491418133
2019,4,Tucumán,Tucumán,365999,39466,405465,896973,0.4520370178366573,0.408037923103594,0.09733515839838211
2019,3,Buenos Aires,Buenos Aires,5868856,772094,6640950,14316779,0.4638578272389341,0.40992851813945025,0.11626258291358917
2019,3,Catamarca,Catamarca,86849,9065,95914,220958,0.43408249531585186,0.39305659899166356,0.09451175010947307
2019,3,Chubut,Chubut,152834,10136,162970,376688,0.4326392133542879,0.4057310028458565,0.062195496103577344
2019,3,Ciudad Autónoma de Buenos Aires,CABA,1571494,134146,1705640,2997776,0.5689684619531279,0.5242199550600178,0.07864848385356817
2019,3,Corrientes,Corrientes,148528,10079,158607,377371,0.4202946172334387,0.3935861526190407,0.0635470061220501
2019,3,Córdoba,Córdoba,767697,89317,857014,1731333,0.49500240566084053,0.44341383200112283,0.10421883423141279
2019,3,Entre Ríos,Entre Ríos,177261,13189,190450,438947,0.4338792610497395,0.4038323533365076,0.06925177211866632
2019,3,Formosa,Formosa,79197,3600,82797,250413,0.33064177977980375,0.3162655293455212,0.04347983622595022
2019,3,Jujuy,Jujuy,146911,7427,154338,344017,0.4486348058380836,0.4270457564597098,0.048121655068745224
2019,3,La Pampa,La Pampa,52972,6417,59389,126656,0.46890001263264275,0.41823521980798384,0.1080503123474044
2019,3,La Rioja,La Rioja,87555,5510,93065,218988,0.424977624344713,0.39981642829744096,0.05920593133831193
2019,3,Mendoza,Mendoza,447101,42251,489352,1018403,0.4805091893876982,0.4390216839502633,0.08634071179846001
2019,3,Misiones,Misiones,160190,5058,165248,368045,0.44898857476667253,0.4352456900650736,0.030608539891556933
2019,3,Neuquén,Neuquén,132166,8757,140923,304239,0.46319834077813826,0.4344150486952692,0.062140317762182186
2019,3,Río Negro,Río Negro,34614,871,35485,81989,0.43280196123870274,0.42217858493212507,0.024545582640552347
2019,3,Salta,Salta,275725,26652,302377,629759,0.48014716740848484,0.4378262160604295,0.08814162452832061
2019,3,San Juan,San Juan,213520,6686,220206,531762,0.4141063107179528,0.40153301665030594,0.030362478769879114
2019,3,San Luis,San Luis,103550,4174,107724,232904,0.46252533232576515,0.44460378525057537,0.03874716869035684
2019,3,Santa Cruz,Santa Cruz,51026,3570,54596,120403,0.4534438510668339,0.42379342707407625,0.065389405817276
2019,3,Santa Fe,Santa Fe,767982,63950,831932,1845115,0.45088354926386703,0.41622446297385257,0.07686926335325484
2019,3,Santiago del Estero,Santiago del Estero,164176,9554,173730,399269,0.43512018213284775,0.41119145237922305,0.05499338053301099
2019,3,Tierra del Fuego,Tierra del Fuego,62640,7231,69871,161743,0.43198778308798524,0.3872810569854646,0.10349071861000987
2019,3,Tucumán,Tucumán,380659,47628,428287,895571,0.4782278568645032,0.4250461437451637,0.11120580358497924
2019,2,Buenos Aires,Buenos Aires,5968774,850301,6819075,14273101,0.4777570760551614,0.4181834066752558,0.12469447835666861
2019,2,Catamarca,Catamarca,84601,8704,93305,220252,0.4236283892995296,0.3841100194322867,0.09328546165800332
2019,2,Chaco,Chaco,142307,2976,145283,411172,0.3533387487474828,0.34610090181238023,0.02048415850443617
2019,2,Chubut,Chubut,145506,11633,157139,375065,0.4189647127831176,0.3879487555490382,0.07402999891815526
2019,2,Ciudad Autónoma de Buenos Aires,CABA,1561358,158101,1719459,2997271,0.57367485289118,0.5209265361724048,0.09194810693363435
2019,2,Corrientes,Corrientes,150484,8244,158728,376570,0.4215099450301405,0.39961760097724197,0.051937906355526434
2019,2,Córdoba,Córdoba,736155,104213,840368,1728696,0.4861282724087983,0.42584410445792664,0.12400876758753308
2019,2,Entre Ríos,Entre Ríos,175717,17109,192826,438247,0.43999388472710593,0.40095425638966153,0.0887276612075135
2019,2,Formosa,Formosa,83485,4815,88300,249850,0.353412047228337,0.33414048429057436,0.05453001132502831
2019,2,Jujuy,Jujuy,149791,12147,161938,343088,0.472001352422702,0.4365964417292357,0.07501018908471144
2019,2,La Pampa,La Pampa,50899,6428,57327,126274,0.4539889446758636,0.4030837702139791,0.1121286653758264
2019,2,La Rioja,La Rioja,90334,7207,97541,217984,0.4474686215502055,0.4144065619495009,0.07388687833833978
2019,2,Mendoza,Mendoza,436960,42046,479006,1016236,0.47135311089156456,0.42997886317745093,0.0877776061260193
2019,2,Misiones,Misiones,156463,4647,161110,366797,0.4392347810914484,0.42656564802874614,0.02884364719756688
2019,2,Neuquén,Neuquén,138552,7888,146440,303162,0.48304206991641435,0.4570229778138421,0.05386506419011199
2019,2,Río Negro,Río Negro,31967,1404,33371,81649,0.40871290524072557,0.39151734865093263,0.04207245812232178
2019,2,Salta,Salta,260732,37779,298511,627612,0.47562984774032363,0.4154350139895349,0.1265581502859191
2019,2,San Juan,San Juan,205233,4805,210038,530523,0.3959074347389274,0.38685033448125716,0.022876812767213553
2019,2,San Luis,San Luis,98934,3327,102261,231961,0.4408542815387069,0.42651135320161576,0.03253439727755449
2019,2,Santa Cruz,Santa Cruz,51081,5326,56407,119731,0.47111441481320626,0.4266313653105712,0.09442090520680058
2019,2,Santa Fe,Santa Fe,761208,82526,843734,1841736,0.45811886176954786,0.41331005095192797,0.09781044736848343
2019,2,Santiago del Estero,Santiago del Estero,160637,5449,166086,398448,0.416832309360318,0.40315674818294983,0.032808304131594475
2019,2,Tierra del Fuego,Tierra del Fuego,65360,6769,72129,160665,0.44894034170478947,0.40680919926555253,0.093845748589333
2019,2,Tucumán,Tucumán,366855,44049,410904,894102,0.45957172671574387,0.4103055356100311,0.10720022194965248
2019,1,Buenos Aires,Buenos Aires,5919660,804694,6724354,14229972,0.4725486459144122,0.4159994130698219,0.11966859567476668
2019,1,Catamarca,Catamarca,89534,9378,98912,219495,0.4506344108066243,0.40790906398779014,0.09481154966030411
2019,1,Chaco,Chaco,138497,1646,140143,410507,0.34139003719790406,0.337380361358028,0.011745146029412814
2019,1,Chubut,Chubut,139351,9514,148865,373461,0.3986092255951759,0.3731340086381175,0.06391025425721292
2019,1,Ciudad Autónoma de Buenos Aires,CABA,1545192,119853,1665045,2996491,0.5556649427613832,0.5156671586866104,0.07198183832869381
2019,1,Corrientes,Corrientes,149528,11366,160894,375733,0.4282136517154469,0.39796344744805484,0.07064278344748716
2019,1,Córdoba,Córdoba,737716,90457,828173,1725857,0.47986188890504833,0.4274490876127049,0.10922476342503318
2019,1,Entre Ríos,Entre Ríos,167248,13216,180464,437967,0.41204930965118375,0.38187352015106163,0.07323344268108875
2019,1,Formosa,Formosa,83616,3571,87187,249109,0.34999538354696136,0.3356602932852687,0.040957940977439294
2019,1,Jujuy,Jujuy,140024,17973,157997,342356,0.46149914124478614,0.40900115669069625,0.1137553244681861
2019,1,La Pampa,La Pampa,50130,5935,56065,125977,0.44504155520452143,0.3979297808330092,0.10585927048961027
2019,1,La Rioja,La Rioja,91920,6684,98604,216968,0.45446333099811953,0.42365694480292027,0.06778629670195935
2019,1,Mendoza,Mendoza,433314,39520,472834,1014109,0.4662555997432229,0.42728542986996465,0.08358112995258378
2019,1,Misiones,Misiones,153672,7970,161642,365595,0.44213405544386547,0.4203339761211176,0.04930649212457158
2019,1,Neuquén,Neuquén,130933,4739,135672,302161,0.44900566254414037,0.43332197073745454,0.0349298307683236
2019,1,Río Negro,Río Negro,31935,1736,33671,81504,0.4131208284255987,0.39182126030624265,0.051557720293427575
2019,1,Salta,Salta,257964,28221,286185,625691,0.4573903092740666,0.41228657596161683,0.09861103831437706
2019,1,San Juan,San Juan,210293,6871,217164,529233,0.41033722386925986,0.39735428440781284,0.03163968245197178
2019,1,San Luis,San Luis,102076,2136,104212,231029,0.45107757034831125,0.44183197780365235,0.020496679844931486
2019,1,Santa Cruz,Santa Cruz,48864,5839,54703,119092,0.45933396029960033,0.410304638430793,0.10674003253934884
2019,1,Santa Fe,Santa Fe,751936,84539,836475,1838657,0.4549380335755935,0.40895936544989087,0.10106578200185301
2019,1,Santiago del Estero,Santiago del Estero,157551,11075,168626,397333,0.42439465133779475,0.3965213058064646,0.06567789071673408
2019,1,Tierra del Fuego,Tierra del Fuego,62588,9383,71971,159868,0.45019015687942554,0.39149798583831663,0.13037195537091328
2019,1,Tucumán,Tucumán,353775,41797,395572,892466,0.44323481230657524,0.39640165563730156,0.1056621803363231
2018,4,Buenos Aires,Buenos Aires,5846350,730005,6576355,14179300,0.46379969392001014,0.4123158406973546,0.11100450021326404
2018,4,Catamarca,Catamarca,90951,8650,99601,218804,0.4552064861702711,0.415673388055063,0.08684651760524492
2018,4,Chaco,Chaco,144616,2415,147031,387877,0.3790660441325472,0.3728398435586539,0.016425107630363665
2018,4,Chubut,Chubut,147591,8977,156568,367879,0.425596459705501,0.4011944144678006,0.05733610954984416
2018,4,Ciudad Autónoma de Buenos Aires,CABA,1474662,109694,1584356,2947807,0.5374693797796124,0.5002573099256498,0.06923570207705844
2018,4,Corrientes,Corrientes,147584,11502,159086,374947,0.42428929955433703,0.3936129639655738,0.07230051670165823
2018,4,Córdoba,Córdoba,751392,75029,826421,1722991,0.4796432482816219,0.436097460752842,0.09078786720085767
2018,4,Entre Ríos,Entre Ríos,132782,7588,140370,330440,0.4247972400435783,0.40183391841181454,0.05405713471539503
2018,4,Formosa,Formosa,86406,3273,89679,248379,0.3610570941987849,0.34787965166137236,0.03649683872478507
2018,4,Jujuy,Jujuy,144172,10499,154671,341380,0.4530757513621185,0.4223211670279454,0.06787956371911993
2018,4,La Pampa,La Pampa,47262,5309,52571,125598,0.4185655822544945,0.3762958008885492,0.10098723630899165
2018,4,La Rioja,La Rioja,86166,4243,90409,210314,0.4298762802286106,0.40970168414846375,0.04693116835713259
2018,4,Mendoza,Mendoza,422495,26266,448761,949894,0.47243271354487976,0.4447812071662733,0.05853004160343702
2018,4,Misiones,Misiones,155904,5877,161781,364398,0.44396785931865707,0.42783988935175277,0.03632688634635711
2018,4,Neuquén,Neuquén,126470,6333,132803,301196,0.44091887010451664,0.41989269445809374,0.047687175741511864
2018,4,Río Negro,Río Negro,36284,2338,38622,91015,0.42434763500521894,0.3986595616107235,0.0605354461187924
2018,4,Salta,Salta,271686,26529,298215,623746,0.47810326639369233,0.4355715307192351,0.08895930788189729
2018,4,San Juan,San Juan,197205,6284,203489,507826,0.4007061473811896,0.3883318301938065,0.03088127613777649
2018,4,San Luis,San Luis,96782,2757,99539,230017,0.43274627527530574,0.4207602046805236,0.02769768633399974
2018,4,Santa Cruz,Santa Cruz,48018,4758,52776,118536,0.445231828305325,0.405092123911723,0.09015461573442474
2018,4,Santa Fe,Santa Fe,747737,84463,832200,1835151,0.4534776702298612,0.4074525747472551,0.10149363133862052
2018,4,Santiago del Estero,Santiago del Estero,162775,7803,170578,387274,0.4404581768980102,0.4203096515645254,0.045744468806059396
2018,4,Tierra del Fuego,Tierra del Fuego,61639,4570,66209,158737,0.41709872304503676,0.3883089638836566,0.06902384872147291
2018,4,Tucumán,Tucumán,366468,29942,396410,890804,0.4450024921307044,0.4113901599004944,0.07553290784793522
2018,3,Buenos Aires,Buenos Aires,5904655,727234,6631889,14134744,0.4691905987119399,0.4177404981653718,0.10965714293469025
2018,3,Catamarca,Catamarca,86259,7588,93847,218239,0.4300193824201907,0.39525016152016823,0.08085500868434793
2018,3,Chaco,Chaco,151175,4883,156058,387295,0.40294349268645346,0.39033553234614443,0.03128964872034756
2018,3,Chubut,Chubut,145373,8634,154007,366394,0.42033166481983875,0.396766868453086,0.056062386774627125
2018,3,Ciudad Autónoma de Buenos Aires,CABA,1449209,133679,1582888,2944678,0.5375419655391863,0.49214515135440956,0.08445259550896841
2018,3,Corrientes,Corrientes,144649,9164,153813,374265,0.4109735080758286,0.38648818350633907,0.05957883923985619
2018,3,Córdoba,Córdoba,773012,76204,849216,1720063,0.49371214891547577,0.4494091204798894,0.08973453161504258
2018,3,Entre Ríos,Entre Ríos,132266,7837,140103,329958,0.42460858654737876,0.4008570787797235,0.05593741747143173
2018,3,Formosa,Formosa,79109,4027,83136,247667,0.33567653340978004,0.3194167975547812,0.04843870284834488
2018,3,Jujuy,Jujuy,140369,6790,147159,340485,0.4322040618529451,0.4122619204957634,0.046140569044366975
2018,3,La Pampa,La Pampa,47994,7316,55310,125347,0.4412550759092759,0.382889099858792,0.13227264509130357
2018,3,La Rioja,La Rioja,84073,3970,88043,209291,0.4206726519535002,0.4017038477526506,0.04509160296673217
2018,3,Mendoza,Mendoza,417801,28354,446155,948165,0.47054573834722857,0.44064166047048775,0.06355190460714326
2018,3,Misiones,Misiones,157294,3830,161124,363157,0.4436758757231721,0.43312947292768694,0.023770512152131277
2018,3,Neuquén,Neuquén,121037,6771,127808,300162,0.425796736428995,0.40323891765113506,0.0529779043565348
2018,3,Río Negro,Río Negro,36450,1281,37731,90688,0.41605284050811575,0.4019274876499647,0.033950862685855135
2018,3,Salta,Salta,266782,26651,293433,621740,0.4719545147489304,0.4290893299449931,0.09082482202069979
2018,3,San Juan,San Juan,192705,3990,196695,506767,0.38813695445836055,0.38026351360684496,0.020285213147258445
2018,3,San Luis,San Luis,98634,2709,101343,229121,0.4423121407465924,0.43048869374697213,0.026731002634617092
2018,3,Santa Cruz,Santa Cruz,50336,3566,53902,117776,0.4576653987229996,0.42738758320880316,0.06615709992208081
2018,3,Santa Fe,Santa Fe,777290,56951,834241,1832079,0.4553520890747615,0.4242666391569359,0.06826684375378338
2018,3,Santiago del Estero,Santiago del Estero,142253,4704,146957,386461,0.38026346772378067,0.36809147624210464,0.03200936328313724
2018,3,Tierra del Fuego,Tierra del Fuego,61016,4497,65513,157735,0.41533584809966084,0.38682600564237485,0.06864286477493017
2018,3,Tucumán,Tucumán,362283,27147,389430,889239,0.4379362578564368,0.4074079072105474,0.069709575533472
2018,2,Buenos Aires,Buenos Aires,5754420,776671,6531091,14090451,0.463511849265861,0.4083914702233449,0.11891902899530875
2018,2,Catamarca,Catamarca,87914,8981,96895,217555,0.4453816276343913,0.40410011261520074,0.09268796119510811
2018,2,Chaco,Chaco,151932,8688,160620,386723,0.41533604155946247,0.3928703490612144,0.05409039970115801
2018,2,Chubut,Chubut,144672,10999,155671,364571,0.4269977590099048,0.3968280526975541,0.07065542072704614
2018,2,Ciudad Autónoma de Buenos Aires,CABA,1471510,124396,1595906,2941681,0.5425149769808487,0.5002275909590469,0.07794694674999655
2018,2,Corrientes,Corrientes,153702,7198,160900,373410,0.43089365576711924,0.4116172571704025,0.04473586078309509
2018,2,Córdoba,Córdoba,738686,86209,824895,1717174,0.48037939078975106,0.43017539282565426,0.10450905872868668
2018,2,Entre Ríos,Entre Ríos,130315,7778,138093,329674,0.4188774364978737,0.39528443249998485,0.056324361118956064
2018,2,Formosa,Formosa,78855,2984,81839,246938,0.3314151730393864,0.3193311681474702,0.0364618336001173
2018,2,Jujuy,Jujuy,142583,8967,151550,339634,0.44621563212163684,0.4198136817868647,0.05916859122401848
2018,2,La Pampa,La Pampa,46254,5785,52039,125034,0.4161987939280516,0.36993137866500314,0.11116662503122658
2018,2,La Rioja,La Rioja,84038,2000,86038,208533,0.4125869766415867,0.4029961684721363,0.023245542667193565
2018,2,Mendoza,Mendoza,391411,22815,414226,946469,0.43765405945678093,0.413548674071734,0.05507862857473939
2018,2,Misiones,Misiones,160539,4180,164719,362058,0.454951969021538,0.44340685746482605,0.025376550367595722
2018,2,Neuquén,Neuquén,135074,5974,141048,299063,0.4716330672801383,0.45165734310162076,0.04235437581532528
2018,2,Río Negro,Río Negro,35881,1969,37850,90361,0.4188753997853056,0.39708502561945974,0.05202113606340819
2018,2,Salta,Salta,254516,28395,282911,619740,0.45649949979023463,0.4106818988608126,0.10036725330580995
2018,2,San Juan,San Juan,191011,9123,200134,505499,0.39591374068000135,0.37786622723289265,0.045584458412863384
2018,2,San Luis,San Luis,100338,3463,103801,228185,0.45489843767118787,0.43972215526875125,0.0333619136617181
2018,2,Santa Cruz,Santa Cruz,49499,3247,52746,117252,0.4498516016784362,0.42215911029236175,0.06155917036362947
2018,2,Santa Fe,Santa Fe,770354,64740,835094,1828470,0.4567173647913283,0.42131071332862996,0.07752420685575516
2018,2,Santiago del Estero,Santiago del Estero,144246,5142,149388,385548,0.387469264527374,0.3741324037473933,0.03442043537633545
2018,2,Tierra del Fuego,Tierra del Fuego,65800,4794,70594,156783,0.4502656538017515,0.419688359069542,0.06790945406125166
2018,2,Tucumán,Tucumán,358790,34504,393294,887657,0.4430697893443075,0.4041989191771146,0.08773080697900298
2018,1,Buenos Aires,Buenos Aires,5843664,712301,6555965,14048608,0.46666296048690376,0.41596035706882845,0.10864929876837354
2018,1,Catamarca,Catamarca,93109,7492,100601,216964,0.463676001548644,0.42914492726904,0.07447242075128478
2018,1,Chaco,Chaco,145419,15123,160542,386307,0.41558138993080634,0.37643376899719655,0.094199648690062407
2018,1,Chubut,Chubut,140611,11555,152166,363144,0.4190238583041438,0.38720452492675084,0.0759368058567617
2018,1,Ciudad Autónoma de Buenos Aires,CABA,1460992,137524,1598516,2938859,0.5439240194919185,0.4971289878146587,0.08603229495356944
2018,1,Corrientes,Corrientes,154753,7652,162405,372691,0.4357631389005906,0.41523138471280496,0.047116775961331236
2018,1,Córdoba,Córdoba,743223,81985,825208,1714456,0.4813235218634949,0.43350368863359573,0.09935070915454043
2018,1,Entre Ríos,Entre Ríos,136584,7792,144376,329112,0.43868348768808185,0.41500765696784075,0.0539701889510722
2018,1,Formosa,Formosa,79972,2315,82287,246169,0.33427035898102525,0.32486625042145845,0.028133240973665343
2018,1,Jujuy,Jujuy,130320,10032,140352,338820,0.4142376483088365,0.3846290065521516,0.07147742818057455
2018,1,La Pampa,La Pampa,51228,2634,53862,124672,0.4320296457905544,0.4109022073921971,0.04890275147599421
2018,1,La Rioja,La Rioja,84827,3267,88094,207754,0.42403034357942565,0.40830501458455676,0.037085386064885234
2018,1,Mendoza,Mendoza,408842,17767,426609,944771,0.45154751786411734,0.4327419025351117,0.04164703510708869
2018,1,Misiones,Misiones,158784,4658,163442,360950,0.45281063859260284,0.43990580412799557,0.028499406517296655
2018,1,Neuquén,Neuquén,122802,7150,129952,298189,0.43580413764424575,0.4118260566285141,0.055020315193302145
2018,1,Río Negro,Río Negro,36524,904,37428,90026,0.41574656210428096,0.4057050185501966,0.024153040504435182
2018,1,Salta,Salta,263514,25368,288882,617839,0.4675684118354458,0.42650917148318573,0.08781440172804121
2018,1,San Juan,San Juan,192478,9532,202010,504432,0.40047023186475084,0.38157373045326226,0.047185782882035544
2018,1,San Luis,San Luis,97380,1861,99241,227274,0.4366579547154536,0.4284696005702368,0.018752330186112595
2018,1,Santa Cruz,Santa Cruz,47910,4221,52131,116658,0.4468703389394641,0.41068765108265187,0.08096909708235023
2018,1,Santa Fe,Santa Fe,787397,73751,861148,1825457,0.4717437879939106,0.43134239809538105,0.08564265375986474
2018,1,Santiago del Estero,Santiago del Estero,146167,5918,152085,384811,0.39521999111252015,0.379841012860859,0.03891245027451754
2018,1,Tierra del Fuego,Tierra del Fuego,65243,5299,70542,155872,0.452563641962636,0.4185677992198727,0.07511836919849167
2018,1,Tucumán,Tucumán,357150,26848,383998,886147,0.43333442419824253,0.4030369679071305,0.06991703081786885
2017,4,Buenos Aires,Buenos Aires,5950032,579790,6529822,14005283,0.466239918179447,0.42484196856286305,0.08879108802659552
2017,4,Catamarca,Catamarca,89931,7156,97087,216261,0.44893438946458214,0.41584474315757347,0.07370708745764108
2017,4,Chaco,Chaco,138014,9031,147045,385734,0.381208293798317,0.35779578673386325,0.06141657315787684
2017,4,Chubut,Chubut,143322,9019,152341,361495,0.4214193833939612,0.39647021397253074,0.05920270971045221
2017,4,Ciudad Autónoma de Buenos Aires,CABA,1485352,93107,1578459,2935919,0.5376371078357407,0.5059240394574919,0.058986011039881305
2017,4,Corrientes,Corrientes,152114,4823,156937,371944,0.42193717333792186,0.40897016755210464,0.030732077202954053
2017,4,Córdoba,Córdoba,728395,50550,778945,1711688,0.4550741723959039,0.4255419211912451,0.06489546758757037
2017,4,Entre Ríos,Entre Ríos,139243,5015,144258,328755,0.4388009307843227,0.4235464099405332,0.03476410320398175
2017,4,Formosa,Formosa,82078,3091,85169,245653,0.3467044978078835,0.33412170826328197,0.03629254775798706
2017,4,Jujuy,Jujuy,140874,8783,149657,337992,0.4427826694122938,0.4167968472626571,0.05868753215686537
2017,4,La Pampa,La Pampa,47350,4021,51371,124331,0.4131793358052296,0.3808382462941664,0.0782737342080162
2017,4,La Rioja,La Rioja,83520,3240,86760,206692,0.41975499777446634,0.4040794999322664,0.03734439834024896
2017,4,Mendoza,Mendoza,409105,11536,420641,942870,0.4461283103715252,0.43389332569707384,0.027424811181030854
2017,4,Misiones,Misiones,158266,4365,162631,359609,0.45224396497306796,0.44010578155719127,0.02683990137181718
2017,4,Neuquén,Neuquén,125436,7661,133097,297076,0.44802340141916547,0.42223538757758955,0.05755952425674508
2017,4,Río Negro,Río Negro,36371,1357,37728,89559,0.4212641945533112,0.40611217186435755,0.03596798134011874
2017,4,Salta,Salta,267961,24238,292199,615880,0.4744414496330454,0.4350863804637267,0.08295031810512699
2017,4,San Juan,San Juan,205301,10346,215647,503311,0.4284567593396528,0.4079008803701886,0.047976554276201386
2017,4,San Luis,San Luis,89778,1053,90831,226353,0.4012803011225829,0.3966282753045023,0.011592958351223702
2017,4,Santa Cruz,Santa Cruz,47061,3500,50561,116077,0.4355815536238876,0.4054291547851857,0.06922331441229405
2017,4,Santa Fe,Santa Fe,769154,53037,822191,1822410,0.4511558869848168,0.4220532152479409,0.06450690897857067
2017,4,Santiago del Estero,Santiago del Estero,158450,7036,165486,383981,0.43097444925660383,0.41265062594242946,0.04251719178661639
2017,4,Tierra del Fuego,Tierra del Fuego,63656,3732,67388,154906,0.43502511200340854,0.410933081998115,0.055380779960823884
2017,4,Tucumán,Tucumán,381640,20061,401701,884721,0.45404257387357144,0.4313676288909159,0.04994012959888076
2017,3,Buenos Aires,Buenos Aires,5841875,644565,6486440,13962179,0.4645721846138772,0.4184071125287822,0.0993711496599059
2017,3,Catamarca,Catamarca,88120,8275,96395,215841,0.44660189676660134,0.40826349025440023,0.08584470148866642
2017,3,Chaco,Chaco,147674,5152,152826,385113,0.3968341759431647,0.38345628425942513,0.033711541229895434
2017,3,Chubut,Chubut,146315,8368,154683,360036,0.4296320367963204,0.40638991656389917,0.05409773536846325
2017,3,Ciudad Autónoma de Buenos Aires,CABA,1465634,114822,1580456,2932693,0.5389094596672751,0.49975704923768016,0.07265118421518853
2017,3,Corrientes,Corrientes,150897,5297,156194,371084,0.42091278524538916,0.40663838915178235,0.033912954402857985
2017,3,Córdoba,Córdoba,725466,70167,795633,1708806,0.46560756458018054,0.42454555988216336,0.08819015802511962
