ANO4,TRIMESTRE,AGLOMERADO,total_ocupados,total_desocupados,pea,pob_10_mas,tasa_actividad,tasa_empleo,tasa_desempleo
2024,2do Trimestre,Gran Mendoza,490977,31767,522744,1055820,0.49510712053190886,0.4650196056145934,0.060769707543271656
2024,2do Trimestre,Corrientes,158425,15488,173913,391257,0.4444981176055636,0.404912883347774,0.08905602226400557
2024,2do Trimestre,Gran Cordoba,739570,66088,805658,1599967,0.5035466356493603,0.46224078371616417,0.08202984392881346
2024,2do Trimestre,Concordia,62106,3598,65704,165168,0.3978010268332849,0.3760171461784365,0.05476074516011202
2024,2do Trimestre,Formosa,102651,2697,105348,262820,0.4008370748040484,0.39057529868350965,0.025600865702243993
2024,2do Trimestre,Neuquen - Plottier,145531,9830,155361,322400,0.4818889578163772,0.4513988833746898,0.06327199232754681
2024,2do Trimestre,S. del Estero - La Banda,184796,1340,186136,415929,0.4475186870836128,0.44429698337937484,0.00719903726307646
2024,2do Trimestre,Jujuy - Palpala,170605,7128,177733,359330,0.4946233267470014,0.4747864080371803,0.04010510147243337
2024,2do Trimestre,Rio Gallegos,57911,2178,60089,131033,0.45857913655338733,0.44195736951760245,0.03624623475178485
2024,2do Trimestre,Gran Catamarca,97866,5126,102992,232271,0.443413082132509,0.4213440334781354,0.049770855988814665
2024,2do Trimestre,Salta,285775,16562,302337,664986,0.45465167687740793,0.429745889387145,0.05477993100414438
2024,2do Trimestre,La Rioja,100770,7003,107773,236070,0.45652984284322445,0.42686491294954887,0.06497916917966466
2024,2do Trimestre,San Luis - El Chorrillo,104798,4506,109304,249355,0.43834693509253875,0.4202763128872491,0.04122447485910854
2024,2do Trimestre,Gran San Juan,240639,8906,249545,554090,0.45036907361619954,0.43429587251168583,0.035688953896090884
2024,2do Trimestre,Gran Tucuman - T. Viejo,394818,31118,425936,922924,0.4615071230133792,0.4277903706047302,0.07305792419518425
2024,2do Trimestre,Santa Rosa - Toay,58454,4964,63418,132320,0.4792775090689238,0.44176239419588875,0.07827430697909112
2024,2do Trimestre,Ushuaia - Rio Grande,79683,5308,84991,178168,0.47702730007633243,0.4472351937497194,0.06245367156522455
2024,2do Trimestre,Ciudad de Buenos Aires,1529483,87774,1617257,3005475,0.5381036275463945,0.5088989261264858,0.05427337770063756
2024,2do Trimestre,Partidos del GBA,5715417,568992,6284409,12983670,0.4840240856398846,0.4402004209903671,0.09054025605271714
2024,2do Trimestre,Mar del Plata - Batan,305518,20947,326465,663903,0.49173599155298287,0.4601846956558413,0.06416308026894155
2024,2do Trimestre,Rio Cuarto,82369,4926,87295,182729,0.47772931499652493,0.4507713608677331,0.05642934875995189
2024,2do Trimestre,San Nicolas - Villa Constitucion,75855,5269,81124,198956,0.40774844689278034,0.3812652043667947,0.06494995315812829
2024,2do Trimestre,Rawson - Trelew,62260,6140,68400,151492,0.45150899057375965,0.41097879756026723,0.08976608187134504
2024,2do Trimestre,Viedma - Carmen de Patagones.,35543,312,35855,85848,0.4176567887428944,0.41402245829838785,0.00870171524194673
2024,1er Trimestre,Gran La Plata,437461,39303,476764,930488,0.5123806002871611,0.47014147415119806,0.08243701286170936
2024,1er Trimestre,Bahia Blanca - Cerri,142612,11540,154152,320647,0.48075297757346863,0.4447632443153998,0.07486117598214749
2024,1er Trimestre,Gran Rosario,620218,36653,656871,1350635,0.4863423500797773,0.459204744435025,0.05579938831216479
2024,1er Trimestre,Gran Santa Fe,229846,19031,248877,549271,0.45310420539223806,0.41845646320304547,0.07646749197394696
2024,1er Trimestre,Gran Parana,125813,5481,131294,285998,0.459073140371611,0.43990867069000483,0.04174600514875013
2024,1er Trimestre,Posadas,182322,9556,191878,387886,0.49467627086308863,0.47004016644065527,0.04980247865831414
2024,1er Trimestre,Gran Resistencia,182413,14194,196607,423782,0.46393428696829975,0.43044065108947527,0.07219478451937113
2024,1er Trimestre,Cdro. Rivadavia - R.Tilly,97440,2772,100212,252851,0.39632827238175844,0.38536529418511295,0.027661357921207042
2024,1er Trimestre,Gran Mendoza,500788,24986,525774,1053882,0.49889266540276805,0.47518412877343,0.047522319475668255
2024,1er Trimestre,Corrientes,157867,12798,170665,390565,0.4369695185180444,0.4042016053665843,0.0749890135645856
2024,1er Trimestre,Gran Cordoba,739501,60890,800391,1597703,0.5009635708263676,0.46285260777503706,0.0760753181882355
2024,1er Trimestre,Concordia,64490,2854,67344,164868,0.4084722323313196,0.3911614139796686,0.04237942504157757
2024,1er Trimestre,Formosa,106388,3116,109504,262208,0.41762265072003907,0.4057389553331706,0.028455581531268263
2024,1er Trimestre,Neuquen - Plottier,153090,10475,163565,321479,0.5087890655377179,0.4762052886813758,0.06404181823739798
2024,1er Trimestre,S. del Estero - La Banda,182449,4706,187155,415120,0.45084553863942955,0.43950905762189246,0.02514493334401966
2024,1er Trimestre,Jujuy - Palpala,159945,14177,174122,358555,0.48562145277572477,0.44608219101671986,0.08141992396136043
2024,1er Trimestre,Rio Gallegos,56745,1318,58063,130513,0.44488288522982383,0.4347842743634734,0.02269948159757505
2024,1er Trimestre,Gran Catamarca,102733,4150,106883,231617,0.4614644002814992,0.44354688990877184,0.03882750297053788
2024,1er Trimestre,Salta,286780,17057,303837,663267,0.4580915377969958,0.4323748957810354,0.056138653291073835
2024,1er Trimestre,La Rioja,102200,5431,107631,235183,0.457647874208595,0.434555218702032,0.050459440124127806
2024,1er Trimestre,San Luis - El Chorrillo,110454,4006,114460,248541,0.46052763930297214,0.4444095742754717,0.03499912633234318
2024,1er Trimestre,Gran San Juan,235554,11027,246581,552917,0.44596386076029493,0.4260205419619943,0.04471958504507646
2024,1er Trimestre,Gran Tucuman - T. Viejo,381867,32879,414746,921605,0.450025770259493,0.41434996554923204,0.07927502616058986
2024,1er Trimestre,Santa Rosa - Toay,60151,4798,64949,132050,0.4918515713744794,0.4555168496781522,0.07387334677978107
2024,1er Trimestre,Ushuaia - Rio Grande,83873,4968,88841,177384,0.5008399855680332,0.47283294998421505,0.055920126968404225
2024,1er Trimestre,Ciudad de Buenos Aires,1529661,86293,1615954,3005315,0.5376987104513171,0.508985247802643,0.05340065373147998
2024,1er Trimestre,Partidos del GBA,5516390,609019,6125409,12948339,0.47306523253677557,0.426030705559995,0.09942503431199451
2024,1er Trimestre,Mar del Plata - Batan,310699,19490,330189,662683,0.4982608577555181,0.4688501138553426,0.05902679980253733
2024,1er Trimestre,Rio Cuarto,78004,2726,80730,182413,0.4425671415962678,0.42762303125325496,0.03376687724513811
2024,1er Trimestre,San Nicolas - Villa Constitucion,74656,7151,81807,198692,0.41172769915245705,0.37573732208644534,0.0874130575623113
2024,1er Trimestre,Rawson - Trelew,66225,4760,70985,151118,0.4697322622056936,0.43823369816964225,0.06705642037050082
2024,1er Trimestre,Viedma - Carmen de Patagones.,35293,637,35930,85639,0.41955183969920246,0.4121136398136363,0.017728917339270803
2023,4to Trimestre,Gran La Plata,429863,25611,455474,928144,0.4907363512558396,0.46314257270423553,0.056229334715044106
2023,4to Trimestre,Bahia Blanca - Cerri,147174,7491,154665,320237,0.4829704250289629,0.4595783747661888,0.048433711570167785
2023,4to Trimestre,Gran Rosario,626190,30574,656764,1348633,0.4869849692243924,0.4643146059750874,0.046552490696810424
2023,4to Trimestre,Gran Santa Fe,227478,15279,242757,548214,0.4428143024439361,0.41494379931924397,0.06293948269256912
2023,4to Trimestre,Gran Parana,123632,4715,128347,285643,0.4493266069884436,0.4328199885871525,0.036736347557792544
2023,4to Trimestre,Posadas,180370,6502,186872,386767,0.48316428237155706,0.4663531273350622,0.034793869600582214
2023,4to Trimestre,Gran Resistencia,176181,10378,186559,423141,0.4408908614386221,0.4163647578466752,0.05562851430378593
2023,4to Trimestre,Cdro. Rivadavia - R.Tilly,97517,1816,99333,251730,0.3946013585984984,0.38738728002224604,0.018281940543424642
2023,4to Trimestre,Gran Mendoza,501684,22510,524194,1051920,0.49832116510761276,0.476922199406799,0.04294211684986856
2023,4to Trimestre,Corrientes,166643,6313,172956,389834,0.44366576542836184,0.4274716930796185,0.03650061287263813
2023,4to Trimestre,Gran Cordoba,762740,44468,807208,1595398,0.505960268221472,0.4780875994579409,0.05508865125221752
2023,4to Trimestre,Concordia,64490,1290,65780,164643,0.3995311066975213,0.3916959724980716,0.019610823958650044
2023,4to Trimestre,Formosa,98874,2198,101072,261562,0.38641698717703643,0.3780136258324986,0.02174687351590945
2023,4to Trimestre,Neuquen - Plottier,155014,5832,160846,320529,0.5018141884197685,0.48361926689940693,0.03625828432164928
2023,4to Trimestre,S. del Estero - La Banda,182955,1817,184772,414278,0.4460096843182597,0.441623740579997,0.009833741043015175
2023,4to Trimestre,Jujuy - Palpala,162686,8363,171049,357826,0.478022837915635,0.45465114329310896,0.0488924226391268
2023,4to Trimestre,Rio Gallegos,57199,2089,59288,129950,0.4562370142362447,0.4401616006156214,0.03523478612872757
2023,4to Trimestre,Gran Catamarca,103154,4089,107243,231116,0.4640223956800914,0.446329981481161,0.038128362690338764
2023,4to Trimestre,Salta,304803,15609,320412,661389,0.4844531735483959,0.46085284151989225,0.048715403917456275
2023,4to Trimestre,La Rioja,106935,3640,110575,234303,0.47193164406772425,0.4563962049141496,0.03291883337101515
2023,4to Trimestre,San Luis - El Chorrillo,118253,2168,120421,247694,0.48616841748286194,0.4774156822531026,0.018003504372161003
2023,4to Trimestre,Gran San Juan,232175,9573,241748,551840,0.4380762539866628,0.4207288344447666,0.039599086652216356
2023,4to Trimestre,Gran Tucuman - T. Viejo,416551,24622,441173,920122,0.47947228737058784,0.4527127924340468,0.055810305707738234
2023,4to Trimestre,Santa Rosa - Toay,61497,3651,65148,131725,0.49457582083886886,0.4668589865249573,0.056041628292503226
2023,4to Trimestre,Ushuaia - Rio Grande,85774,4951,90725,176552,0.5138712673886447,0.48582853776790974,0.05457150730228713
2023,4to Trimestre,Ciudad de Buenos Aires,1590329,52231,1642560,3005134,0.5465846115347934,0.5292040221833701,0.03179853399571401
2023,4to Trimestre,Partidos del GBA,5759693,461603,6221296,12912142,0.4818175016972397,0.4460679723008003,0.07419724121790701
2023,4to Trimestre,Mar del Plata - Batan,315942,32269,348211,661434,0.5264485950223303,0.47766217037527553,0.09267082315033126
2023,4to Trimestre,Rio Cuarto,81684,2218,83902,182087,0.460779737158611,0.4485987467529258,0.026435603442111034
2023,4to Trimestre,San Nicolas - Villa Constitucion,79195,5169,84364,198423,0.4251724850445765,0.39912207758173196,0.06127021004219809
2023,4to Trimestre,Rawson - Trelew,66455,2792,69247,150744,0.4593682003927188,0.44084673353499976,0.04031943622106373
2023,4to Trimestre,Viedma - Carmen de Patagones.,34807,219,35026,85456,0.40987174686388317,0.4073090245272421,0.006252498144235711
2023,3er Trimestre,Gran La Plata,440273,35871,476144,925673,0.5143760269555232,0.47562476165989503,0.07533645283779697
2023,3er Trimestre,Bahia Blanca - Cerri,150075,9189,159264,319811,0.4979941277817211,0.46926153259268755,0.057696654611211574
2023,3er Trimestre,Gran Rosario,624171,34646,658817,1346673,0.4892182437755862,0.4634911370466327,0.05258819975805117
2023,3er Trimestre,Gran Santa Fe,239769,8086,247855,547171,0.45297539526034825,0.43819756529494436,0.03262391317504186
2023,3er Trimestre,Gran Parana,119729,7216,126945,285276,0.4449901148361587,0.419695312609543,0.05684351490803104
2023,3er Trimestre,Posadas,178965,5156,184121,385689,0.4773820357853089,0.46401375201263195,0.028003323901130237
2023,3er Trimestre,Gran Resistencia,171236,7273,178509,422502,0.42250450885439594,0.40529038915792115,0.040743043768101325
2023,3er Trimestre,Cdro. Rivadavia - R.Tilly,103034,4489,107523,250594,0.42907252368372745,0.41115908601163637,0.04174920714637798
2023,3er Trimestre,Gran Mendoza,484097,26194,510291,1050038,0.4859738409467086,0.46102807707911525,0.051331495166483436
2023,3er Trimestre,Corrientes,164160,8976,173136,389126,0.4449355735674306,0.4218684950375971,0.0518436373717771
2023,3er Trimestre,Gran Cordoba,747122,52172,799294,1593086,0.5017268370947959,0.46897782040643127,0.06527260307221122
2023,3er Trimestre,Concordia,66095,3177,69272,164316,0.42157793519803305,0.4022432386377468,0.045862686222427534
2023,3er Trimestre,Formosa,94824,1140,95964,260914,0.3677993515104594,0.3634300957403589,0.011879454795548331
2023,3er Trimestre,Neuquen - Plottier,144512,8579,153091,319587,0.47902762002209104,0.45218359945805053,0.056038565297764076
2023,3er Trimestre,S. del Estero - La Banda,187342,847,188189,413360,0.455266595703503,0.4532175343526224,0.0045007944141262244
2023,3er Trimestre,Jujuy - Palpala,164218,8266,172484,357041,0.4830929781173591,0.4599415753372862,0.04792328563808817
2023,3er Trimestre,Rio Gallegos,58408,1769,60177,129378,0.4651254463664611,0.45145233347246055,0.029396613324027453
2023,3er Trimestre,Gran Catamarca,97595,3970,101565,230485,0.44065774345402087,0.4234331952187778,0.03908826859646532
2023,3er Trimestre,Salta,286678,14410,301088,659580,0.4564844294854301,0.434637193365475,0.047859761930066955
2023,3er Trimestre,La Rioja,107107,3535,110642,233405,0.4740344037188578,0.4588890555043808,0.03194989244590662
2023,3er Trimestre,San Luis - El Chorrillo,107753,3826,111579,246827,0.45205346254664197,0.4365527272137975,0.034289606467166764
2023,3er Trimestre,Gran San Juan,229289,10617,239906,550628,0.4356952425230827,0.41641362226403306,0.044254833142981
2023,3er Trimestre,Gran Tucuman - T. Viejo,421612,25917,447529,918713,0.48712601214960494,0.4589158964769193,0.05791133088581969
2023,3er Trimestre,Santa Rosa - Toay,58168,4360,62528,131455,0.4756608725419345,0.4424936289985166,0.06972876151484135
2023,3er Trimestre,Ushuaia - Rio Grande,81395,6963,88358,175727,0.5028140240259038,0.46319006185731276,0.0788044093347518
2023,3er Trimestre,Ciudad de Buenos Aires,1587518,60010,1647528,3005004,0.5482614998183031,0.5282914764838915,0.036424267144473416
2023,3er Trimestre,Partidos del GBA,5709754,419735,6129489,12876059,0.47603766028099126,0.44343956485443253,0.06847797589652253
2023,3er Trimestre,Mar del Plata - Batan,309617,23863,333480,660182,0.5051334329018362,0.4689873398547673,0.07155751469353484
2023,3er Trimestre,Rio Cuarto,82199,4229,86428,181781,0.4754512297764893,0.4521869722358222,0.04893090202249271
2023,3er Trimestre,San Nicolas - Villa Constitucion,79277,5452,84729,198121,0.4276628928785944,0.4001443562267503,0.06434632770361978
2023,3er Trimestre,Rawson - Trelew,66420,3367,69787,150398,0.46401547892924105,0.4416282131411322,0.04824680814478341
2023,3er Trimestre,Viedma - Carmen de Patagones.,33790,361,34151,85219,0.4007439655475892,0.3965078210258276,0.010570700711545781
2023,2do Trimestre,Gran La Plata,452245,26255,478500,923294,0.5182531241403063,0.48981689472692336,0.05486938349007314
2023,2do Trimestre,Bahia Blanca - Cerri,153524,9888,163412,319395,0.5116298000907966,0.48067126911817654,0.060509632095562135
2023,2do Trimestre,Gran Rosario,639429,35500,674929,1344731,0.5019063292212346,0.4755069973102427,0.05259812513612543
2023,2do Trimestre,Gran Santa Fe,234140,20592,254732,546157,0.46640801088331746,0.42870456663560114,0.08083790022454972
2023,2do Trimestre,Gran Parana,128832,8467,137299,284895,0.48192842977237227,0.45220870847154215,0.06166832970378517
2023,2do Trimestre,Posadas,181855,7481,189336,384592,0.4923035320547489,0.4728517493863627,0.039511767439895214
2023,2do Trimestre,Gran Resistencia,170817,10140,180957,421874,0.42893612784859936,0.40490051531974003,0.056035411727648005
2023,2do Trimestre,Cdro. Rivadavia - R.Tilly,104670,3471,108141,249489,0.43344997174224115,0.41953753472096966,0.032096984492468165
2023,2do Trimestre,Gran Mendoza,484411,27279,511690,1048054,0.4882286599736273,0.46220042097067515,0.05331157536789853
2023,2do Trimestre,Corrientes,171882,8264,180146,388381,0.4638383443062354,0.4425602694261563,0.04587390227926238
2023,2do Trimestre,Gran Cordoba,727525,66097,793622,1590746,0.4988992585868517,0.45734831330708986,0.08328524158856483
2023,2do Trimestre,Concordia,64964,4714,69678,164056,0.42472082703467107,0.39598673623640707,0.06765406584574758
2023,2do Trimestre,Formosa,93021,1934,94955,260265,0.3648396826311644,0.35740879488213934,0.02036754252014112
2023,2do Trimestre,Neuquen - Plottier,142504,8383,150887,318663,0.4735002180987438,0.44719343004992734,0.05555813290740753
2023,2do Trimestre,S. del Estero - La Banda,181696,2911,184607,412526,0.4475039149047575,0.440447389982692,0.015768632825407487
2023,2do Trimestre,Jujuy - Palpala,158739,9829,168568,356204,0.47323443869243464,0.44564070027287733,0.05830881306060462
2023,2do Trimestre,Rio Gallegos,58155,2073,60228,128857,0.46740184856080774,0.45131424757677113,0.03441920701334927
2023,2do Trimestre,Gran Catamarca,98665,5201,103866,229882,0.45182310924735297,0.42919845833949594,0.0500741339803208
2023,2do Trimestre,Salta,285177,14946,300123,657772,0.45627208211964027,0.43354992307364865,0.04979958217130976
2023,2do Trimestre,La Rioja,103039,4446,107485,232491,0.4623189714870683,0.4431956505843237,0.041363911243429315
2023,2do Trimestre,San Luis - El Chorrillo,110431,2587,113018,245933,0.4595479256545482,0.4490288005269728,0.022890159089702527
2023,2do Trimestre,Gran San Juan,236255,5718,241973,549511,0.4403424135276637,0.42993679835344517,0.023630735660590232
2023,2do Trimestre,Gran Tucuman - T. Viejo,401139,28345,429484,917332,0.4681881805060763,0.43728878966393847,0.06599780201357909
2023,2do Trimestre,Santa Rosa - Toay,59098,3689,62787,131141,0.4787747538908503,0.45064472590570454,0.05875420071033813
2023,2do Trimestre,Ushuaia - Rio Grande,83648,2926,86574,174893,0.49501123544109826,0.4782810061008731,0.03379767597662116
2023,2do Trimestre,Ciudad de Buenos Aires,1540607,63054,1603661,3004760,0.5337068517951516,0.5127221475259255,0.03931878370802807
2023,2do Trimestre,Partidos del GBA,5496054,444757,5940811,12839703,0.4626906868484419,0.4280514899760532,0.07486469439946836
2023,2do Trimestre,Mar del Plata - Batan,291224,26265,317489,658940,0.48181776793031234,0.44195829665826936,0.08272727559065038
2023,2do Trimestre,Rio Cuarto,79783,6310,86093,181439,0.474501071985626,0.4397235434498647,0.07329283449293206
2023,2do Trimestre,San Nicolas - Villa Constitucion,77335,5433,82768,197796,0.4184513336973447,0.3909836397095998,0.0656413106514595
2023,2do Trimestre,Rawson - Trelew,62728,4787,67515,150052,0.4499440194066057,0.4180417455282169,0.07090276234910761
2023,2do Trimestre,Viedma - Carmen de Patagones.,34047,377,34424,85029,0.4048501099624834,0.4004163285467311,0.01095166163141994
2023,1er Trimestre,Gran La Plata,438662,33561,472223,920902,0.5127831191592591,0.47633950192311453,0.07107023588431736
2023,1er Trimestre,Bahia Blanca - Cerri,140337,11829,152166,318989,0.47702585355607874,0.4399430701372148,0.07773747091991641
2023,1er Trimestre,Gran Rosario,630624,54218,684842,1342816,0.5100043490694183,0.4696280056240021,0.0791686257560138
2023,1er Trimestre,Gran Santa Fe,226843,17875,244718,545149,0.44890112611414495,0.4161119253635245,0.07304325795405324
2023,1er Trimestre,Gran Parana,124534,6194,130728,284495,0.4595089544631716,0.4377370428302782,0.0473808212471697
2023,1er Trimestre,Posadas,176540,8720,185260,383543,0.48302276407078215,0.4602873732541071,0.047068984130411315
2023,1er Trimestre,Gran Resistencia,175739,7929,183668,421184,0.43607544446132807,0.41724994301777846,0.043170285515168674
2023,1er Trimestre,Cdro. Rivadavia - R.Tilly,102444,4056,106500,248413,0.4287215242358492,0.4123938763269233,0.038084507042253524
2023,1er Trimestre,Gran Mendoza,489781,28954,518735,1046171,0.49584150201066557,0.46816533817129324,0.05581655373167417
2023,1er Trimestre,Corrientes,170011,10952,180963,387680,0.4667844614114734,0.4385343582335947,0.06052065891922658
2023,1er Trimestre,Gran Cordoba,717491,66797,784288,1588449,0.49374452689384424,0.4516928148149547,0.08516896854216818
2023,1er Trimestre,Concordia,64193,5705,69898,163790,0.42675377007143295,0.39192258379632455,0.08161893044150047
2023,1er Trimestre,Formosa,102224,1820,104044,259610,0.4007703863487539,0.39375987057509343,0.01749259928491792
2023,1er Trimestre,Neuquen - Plottier,146691,9259,155950,317782,0.49074522786060887,0.4616089016999075,0.05937159345944213
2023,1er Trimestre,S. del Estero - La Banda,185056,1828,186884,411689,0.4539446038150157,0.44950435887283846,0.009781468718563387
2023,1er Trimestre,Jujuy - Palpala,154854,10090,164944,355437,0.4640597349178617,0.4356721444306586,0.06117227665146959
2023,1er Trimestre,Rio Gallegos,58077,1571,59648,128303,0.4648994957249636,0.4526550431400669,0.026337848712446352
2023,1er Trimestre,Gran Catamarca,100241,5204,105445,229304,0.45984806196141365,0.43715329867773783,0.04935274313623216
2023,1er Trimestre,Salta,286921,20314,307235,656000,0.46834603658536583,0.43737957317073173,0.06611876902045666
2023,1er Trimestre,La Rioja,101067,4741,105808,231644,0.45676987100896205,0.43630312030529605,0.044807575986692876
2023,1er Trimestre,San Luis - El Chorrillo,110851,3123,113974,245098,0.4650139944022391,0.4522721523635444,0.02740098618983277
2023,1er Trimestre,Gran San Juan,253416,7710,261126,548345,0.4762074971049248,0.462147005990754,0.02952597596562579
2023,1er Trimestre,Gran Tucuman - T. Viejo,390233,22552,412785,915950,0.4506632458103608,0.4260418145095256,0.05463376818440593
2023,1er Trimestre,Santa Rosa - Toay,59428,3350,62778,130855,0.47975239769210193,0.45415154178288947,0.0533626429640957
2023,1er Trimestre,Ushuaia - Rio Grande,83940,2946,86886,174057,0.49918130267670935,0.4822558127509954,0.033906498170015884
2023,1er Trimestre,Ciudad de Buenos Aires,1549169,87742,1636911,3004513,0.54481741300503606,0.5156140113223008,0.0536021811815059
2023,1er Trimestre,Partidos del GBA,5590040,504602,6094642,12804158,0.4759892841059912,0.43658005469785677,0.08279436265493527
2023,1er Trimestre,Mar del Plata - Batan,308263,15730,323993,657699,0.4926159230894376,0.46869920738818216,0.048550431645128136
2023,1er Trimestre,Rio Cuarto,81613,4655,86268,181075,0.47642137235951953,0.45071379262736433,0.053959753326841935
2023,1er Trimestre,San Nicolas - Villa Constitucion,72306,6841,79147,197549,0.4006449032898167,0.3660155202000516,0.08643410362995439
2023,1er Trimestre,Rawson - Trelew,66968,2830,69798,149671,0.4663428453073742,0.44743470679022657,0.0405455743717585
2023,1er Trimestre,Viedma - Carmen de Patagones.,32804,89,32893,84835,0.3877291212353392,0.38668002593269285,0.0027057428632231784
2022,4to Trimestre,Gran La Plata,421221,29414,450635,918483,0.49062965781620343,0.45860511299610335,0.06527233792315289
2022,4to Trimestre,Bahia Blanca - Cerri,135501,9494,144995,318545,0.4551790170933463,0.4253747508201353,0.06547811993517018
2022,4to Trimestre,Gran Rosario,619792,41890,661682,1340825,0.4934887103089516,0.46224675106743984,0.06330835658216484
2022,4to Trimestre,Gran Santa Fe,234670,17326,251996,544137,0.46311131204090145,0.43127006617818675,0.0687550596041207
2022,4to Trimestre,Gran Parana,115913,5108,121021,284120,0.42595030268900463,0.40797198366887233,0.04220755075565398
2022,4to Trimestre,Posadas,172340,5505,177845,382442,0.465024761924684,0.4506304223908462,0.030953920548792487
2022,4to Trimestre,Gran Resistencia,171066,7328,178394,420553,0.42418910339481586,0.40676442683799663,0.04107761471798379
2022,4to Trimestre,Cdro. Rivadavia - R.Tilly,98249,2086,100335,247249,0.40580548354088386,0.397368644564791,0.020790352319728908
2022,4to Trimestre,Gran Mendoza,512911,23263,536174,1044183,0.5134866206402517,0.491207958758187,0.04338703480586526
2022,4to Trimestre,Corrientes,164512,7381,171893,386962,0.4442115763304924,0.4251373519880505,0.04293950306295195
2022,4to Trimestre,Gran Cordoba,736602,50468,787070,1586172,0.496207220906686,0.4643897383133733,0.06412136150532989
2022,4to Trimestre,Concordia,67045,2489,69534,163536,0.4251907836806575,0.4099708932589766,0.03579543820289355
2022,4to Trimestre,Formosa,93225,2486,95711,259030,0.369497741574335,0.35990039763733933,0.025974025974025976
2022,4to Trimestre,Neuquen - Plottier,135119,8521,143640,316804,0.45340336611911464,0.42650660976502824,0.05932191590086327
2022,4to Trimestre,S. del Estero - La Banda,177573,2879,180452,410798,0.43927185624078013,0.4322635455868821,0.015954381220490768
2022,4to Trimestre,Jujuy - Palpala,157257,10155,167412,354643,0.47205781588809026,0.4434233863349904,0.0606587341409218
2022,4to Trimestre,Rio Gallegos,56299,4839,61138,127731,0.47864653059946294,0.440762226867401,0.07914881088684615
2022,4to Trimestre,Gran Catamarca,96442,4394,100836,228736,0.4408400951315053,0.42163017627308336,0.04357570708873815
2022,4to Trimestre,Salta,286917,18521,305438,654137,0.46693276790641713,0.4386191271858953,0.060637510722306984
2022,4to Trimestre,La Rioja,102321,4530,106851,230687,0.46318604862866136,0.4435490513119508,0.04239548530196255
2022,4to Trimestre,San Luis - El Chorrillo,108158,2606,110764,244272,0.45344533962140565,0.442776904434401,0.023527499909717958
2022,4to Trimestre,Gran San Juan,233173,6954,240127,547161,0.43885986026050833,0.4261506211151745,0.028959675505045246
2022,4to Trimestre,Gran Tucuman - T. Viejo,384190,29305,413495,914411,0.4521981909666441,0.4201502387875911,0.07087147365748074
2022,4to Trimestre,Santa Rosa - Toay,57173,4279,61452,130531,0.47078471780649805,0.43800323294849497,0.0696315823732344
2022,4to Trimestre,Ushuaia - Rio Grande,81359,3362,84721,173207,0.48913150161367613,0.4697212006443158,0.03968319542970456
2022,4to Trimestre,Ciudad de Buenos Aires,1577112,64705,1641817,3004202,0.5465068593922778,0.5249686938494815,0.03941060422690227
2022,4to Trimestre,Partidos del GBA,5516030,465734,5981764,12767519,0.4685142038950559,0.43203616928237976,0.07785897270437282
2022,4to Trimestre,Mar del Plata - Batan,291518,28012,319530,656435,0.4867656355922521,0.44409271291140784,0.08766625981910932
2022,4to Trimestre,Rio Cuarto,83027,3980,87007,180730,0.4814197974879655,0.45939799701211753,0.045743445929637847
2022,4to Trimestre,San Nicolas - Villa Constitucion,72947,5171,78118,197234,0.39606761511706906,0.36985002585761073,0.0661947310479019
2022,4to Trimestre,Rawson - Trelew,66252,2493,68745,149259,0.4605752416939682,0.44387273129258537,0.036264455596770676
2022,4to Trimestre,Viedma - Carmen de Patagones.,35188,790,35978,84587,0.4253372267606133,0.4159977301476586,0.02195786313858469
2022,3er Trimestre,Gran La Plata,432370,27679,460049,916033,0.5022188065277124,0.47200264619287735,0.060165330214824946
2022,3er Trimestre,Bahia Blanca - Cerri,137845,13638,151483,318121,0.47618044706259566,0.4333099669622565,0.09002990434570216
2022,3er Trimestre,Gran Rosario,637705,41023,678728,1338875,0.5069390346372887,0.4762991317337317,0.060441001402623734
2022,3er Trimestre,Gran Santa Fe,231901,21705,253606,543093,0.46696606290267045,0.42700053213722144,0.08558551453829957
2022,3er Trimestre,Gran Parana,116499,5665,122164,283760,0.43051874823794756,0.4105546941076966,0.04637208997740742
2022,3er Trimestre,Posadas,183261,6457,189718,381332,0.497513977321599,0.48058122580848184,0.03403472522375315
2022,3er Trimestre,Gran Resistencia,173470,7149,180619,419918,0.4301292157040184,0.4131044632523493,0.03958055354087887
2022,3er Trimestre,Cdro. Rivadavia - R.Tilly,102909,1442,104351,246183,0.4238757347176694,0.41801830345718427,0.013818746346465295
2022,3er Trimestre,Gran Mendoza,488209,31030,519239,1042243,0.4981937993347041,0.4684214717681002,0.05976053416634729
2022,3er Trimestre,Corrientes,159787,7944,167731,386230,0.43427750304222873,0.41370944773839424,0.047361549147146326
2022,3er Trimestre,Gran Cordoba,725335,56137,781472,1583792,0.4934183276591876,0.45797364805479507,0.07183494738135211
2022,3er Trimestre,Concordia,64353,3612,67965,163234,0.41636546307754513,0.39423772008282587,0.05314500110350916
2022,3er Trimestre,Formosa,93421,2714,96135,258384,0.37206251161062603,0.3615587652486222,0.028231133302127218
2022,3er Trimestre,Neuquen - Plottier,134807,6718,141525,315841,0.44808938674839555,0.42681919066872254,0.047468645115703936
2022,3er Trimestre,S. del Estero - La Banda,170245,2792,173037,409964,0.42207852396795814,0.41526816988808773,0.016135277426215202
