ANO4,TRIMESTRE,PROVINCIA,label_provincia,total_indigentes,total_pobres_no_ind,total_poblacion,tasa_pobreza,tasa_indigencia
2022,3,Santiago del Estero,Santiago del Estero,30483,155755,409971,0.454271155764676,0.07435403967597708
2022,3,Tierra del Fuego,Tierra del Fuego,8310,43035,172313,0.29797519629975683,0.04822619303244677
2022,3,Tucumán,Tucumán,60658,285462,912982,0.37910933621911497,0.06643942596896762
2022,2,Buenos Aires,Buenos Aires,1747360,4686764,14775794,0.43545030473489277,0.11825828107782228
2022,2,Catamarca,Catamarca,22548,76138,227473,0.43383610362548525,0.09912385206156335
2022,2,Chaco,Chaco,58983,143633,419211,0.48332701193432426,0.14070002934083314
2022,2,Chubut,Chubut,20276,97775,393526,0.299982720328517,0.051523914557106774
2022,2,Ciudad Autónoma de Buenos Aires,CABA,57152,344295,3003585,0.13365594780903486,0.0190279282923573
2022,2,Corrientes,Corrientes,34578,145293,385528,0.4665575522400448,0.08968998360689755
2022,2,Córdoba,Córdoba,166653,564644,1761425,0.4151735100841648,0.09461260059326966
2022,2,Entre Ríos,Entre Ríos,28435,157658,446390,0.4168843388068729,0.06369990367167723
2022,2,Formosa,Formosa,29178,33700,257718,0.24397985394888988,0.11321677182036179
2022,2,Jujuy,Jujuy,25403,104209,352957,0.36721753641378413,0.07197193992469338
2022,2,La Pampa,La Pampa,17618,30123,129946,0.3673910701368261,0.13557939451772275
2022,2,La Rioja,La Rioja,12403,82927,228896,0.41647735215993287,0.05418618062351461
2022,2,Mendoza,Mendoza,53593,375043,1040237,0.41205609875441845,0.05151999015608943
2022,2,Misiones,Misiones,13484,97598,380216,0.2921549855871399,0.03546405201254024
2022,2,Neuquén,Neuquén,16917,107416,314865,0.3948771695806139,0.05372778809966176
2022,2,Río Negro,Río Negro,4183,32200,84223,0.4319841373496551,0.049665768258076774
2022,2,Salta,Salta,31473,198346,650341,0.3533823025151421,0.048394611442304884
2022,2,San Juan,San Juan,16741,159407,544843,0.3233004737144462,0.03072628261719431
2022,2,San Luis,San Luis,12662,92123,242530,0.4320496433430916,0.05220797427122418
2022,2,Santa Cruz,Santa Cruz,7849,32241,126607,0.3166491584193607,0.06199499237798858
2022,2,Santa Fe,Santa Fe,87072,550934,1878783,0.3395847205345162,0.046344894540774534
2022,2,Santiago del Estero,Santiago del Estero,34402,139636,409094,0.42542300791505133,0.08409314240736848
2022,2,Tierra del Fuego,Tierra del Fuego,5369,36468,171465,0.24399731723675386,0.031312512757705656
2022,2,Tucumán,Tucumán,61593,275952,911564,0.3702921572155109,0.06756848668881175
2022,1,Buenos Aires,Buenos Aires,1513753,4017230,14735533,0.3753500467204003,0.102728079126829
2022,1,Catamarca,Catamarca,17258,62983,226911,0.3536232267276597,0.07605625112929738
2022,1,Chaco,Chaco,65954,139702,418552,0.49135113438712513,0.15757659741203003
2022,1,Chubut,Chubut,14824,95049,392035,0.2802632418023901,0.03781295037432882
2022,1,Ciudad Autónoma de Buenos Aires,CABA,163079,395170,3003171,0.1858865179505263,0.05430226916815593
2022,1,Corrientes,Corrientes,22149,96832,384801,0.30920137941429465,0.057559621726554766
2022,1,Córdoba,Córdoba,172240,480622,1758859,0.37118495570139504,0.09792712207175219
2022,1,Entre Ríos,Entre Ríos,44072,127927,445776,0.3858417680628836,0.09886579806898532
2022,1,Formosa,Formosa,14208,57380,257024,0.2785265189243028,0.055278884462151394
2022,1,Jujuy,Jujuy,15163,101149,352193,0.3302507432004611,0.04305309872711837
2022,1,La Pampa,La Pampa,14458,30119,129661,0.3437965155289563,0.11150615836681808
2022,1,La Rioja,La Rioja,7114,60360,228063,0.295856846573096,0.031193135230177627
